,Unnamed: 0,NAME,Brand,MC,ZONE,Price_Range
200,481,DESI ATTA CLASSIC DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,EAST,20.7390257 - 48.15686275
201,482,DESI ATTA CLASSIC DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,NORTH,20.7390257 - 48.15686275
202,483,DESI ATTA CLASSIC DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,SOUTH,20.7390257 - 48.15686275
203,484,DESI ATTA CLASSIC DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,WEST,20.7390257 - 48.15686275
204,901,EKTAA NAVSARI POHA PP 1Kg,EKTAA,Poha/Avalakki/Chirwa,EAST,42.82608696 - 92.60405872
205,902,EKTAA NAVSARI POHA PP 1Kg,EKTAA,Poha/Avalakki/Chirwa,NORTH,42.82608696 - 92.60405872
206,903,EKTAA NAVSARI POHA PP 1Kg,EKTAA,Poha/Avalakki/Chirwa,SOUTH,42.82608696 - 92.60405872
207,904,EKTAA NAVSARI POHA PP 1Kg,EKTAA,Poha/Avalakki/Chirwa,WEST,42.82608696 - 92.60405872
208,3951,KARMIQ IN SHELL PISTA SALTED PP 500g,KARMIQ,Flavoured Pista,EAST,578.6885246 - 803.1937662
209,3952,KARMIQ IN SHELL PISTA SALTED PP 500g,KARMIQ,Flavoured Pista,NORTH,578.6885246 - 803.1937662
210,3953,KARMIQ IN SHELL PISTA SALTED PP 500g,KARMIQ,Flavoured Pista,SOUTH,578.6885246 - 803.1937662
211,3954,KARMIQ IN SHELL PISTA SALTED PP 500g,KARMIQ,Flavoured Pista,WEST,578.6885246 - 803.1937662
212,2875,GH WATANA WHITE 500g,GOLDEN HARVEST,Watana Whole,EAST,25.69836807 - 51.57282448
213,2876,GH WATANA WHITE 500g,GOLDEN HARVEST,Watana Whole,NORTH,25.69836807 - 51.57282448
214,2877,GH WATANA WHITE 500g,GOLDEN HARVEST,Watana Whole,SOUTH,25.69836807 - 51.57282448
215,2878,GH WATANA WHITE 500g,GOLDEN HARVEST,Watana Whole,WEST,25.69836807 - 51.57282448
216,5565,SANGIS KITCHEN CINAMON POWDER BT 37g,'SANGI''S KITCHEN',Herbs & Seasoning,EAST,75.79183938 - 89.0
217,5566,SANGIS KITCHEN CINAMON POWDER BT 37g,'SANGI''S KITCHEN',Herbs & Seasoning,NORTH,75.79183938 - 89.0
218,5567,SANGIS KITCHEN CINAMON POWDER BT 37g,'SANGI''S KITCHEN',Herbs & Seasoning,SOUTH,75.79183938 - 89.0
219,5568,SANGIS KITCHEN CINAMON POWDER BT 37g,'SANGI''S KITCHEN',Herbs & Seasoning,WEST,75.79183938 - 89.0
220,2995,GH WHO SPICE CORIANDER 100g,GOLDEN HARVEST,Coriander/Dhania Who,EAST,17.47577477 - 28.99056604
221,2996,GH WHO SPICE CORIANDER 100g,GOLDEN HARVEST,Coriander/Dhania Who,NORTH,17.47577477 - 28.99056604
222,2997,GH WHO SPICE CORIANDER 100g,GOLDEN HARVEST,Coriander/Dhania Who,SOUTH,17.47577477 - 28.99056604
223,2998,GH WHO SPICE CORIANDER 100g,GOLDEN HARVEST,Coriander/Dhania Who,WEST,17.47577477 - 28.99056604
224,893,EKTAA MAKAI POHA PP 500g,EKTAA,Poha/Avalakki/Chirwa,EAST,31.22374429 - 50.0
225,894,EKTAA MAKAI POHA PP 500g,EKTAA,Poha/Avalakki/Chirwa,NORTH,31.22374429 - 50.0
226,895,EKTAA MAKAI POHA PP 500g,EKTAA,Poha/Avalakki/Chirwa,SOUTH,31.22374429 - 50.0
227,896,EKTAA MAKAI POHA PP 500g,EKTAA,Poha/Avalakki/Chirwa,WEST,31.22374429 - 50.0
228,457,DESI ATTA BESAN PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,EAST,44.72991453 - 60.0
229,458,DESI ATTA BESAN PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,NORTH,44.72991453 - 60.0
230,459,DESI ATTA BESAN PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,SOUTH,44.72991453 - 60.0
231,460,DESI ATTA BESAN PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,WEST,44.72991453 - 60.0
232,4059,KARMIQ OLIVE OIL PURE REFINED BT 500ml,KARMIQ,Olive & Exotic Oil,EAST,340.6389474 - 758.1694915
233,4060,KARMIQ OLIVE OIL PURE REFINED BT 500ml,KARMIQ,Olive & Exotic Oil,NORTH,340.6389474 - 758.1694915
234,4061,KARMIQ OLIVE OIL PURE REFINED BT 500ml,KARMIQ,Olive & Exotic Oil,SOUTH,340.6389474 - 758.1694915
235,4062,KARMIQ OLIVE OIL PURE REFINED BT 500ml,KARMIQ,Olive & Exotic Oil,WEST,340.6389474 - 758.1694915
236,465,DESI ATTA BROWN RICE ATTA PP 200g,DESI ATTA,Rice Based Flour,EAST,32.15909091 - 40.40809524
237,466,DESI ATTA BROWN RICE ATTA PP 200g,DESI ATTA,Rice Based Flour,NORTH,32.15909091 - 40.40809524
238,467,DESI ATTA BROWN RICE ATTA PP 200g,DESI ATTA,Rice Based Flour,SOUTH,32.15909091 - 40.40809524
239,468,DESI ATTA BROWN RICE ATTA PP 200g,DESI ATTA,Rice Based Flour,WEST,32.15909091 - 40.40809524
240,5789,SANGIS KITCHEN SABJA BASIL SEED PP 50g,'SANGI''S KITCHEN',Other Whole Spices,EAST,32.37704918 - 35.9647651
241,5790,SANGIS KITCHEN SABJA BASIL SEED PP 50g,'SANGI''S KITCHEN',Other Whole Spices,NORTH,32.37704918 - 35.9647651
242,5791,SANGIS KITCHEN SABJA BASIL SEED PP 50g,'SANGI''S KITCHEN',Other Whole Spices,SOUTH,32.37704918 - 35.9647651
243,5792,SANGIS KITCHEN SABJA BASIL SEED PP 50g,'SANGI''S KITCHEN',Other Whole Spices,WEST,32.37704918 - 35.9647651
244,3185,GH WHO SPICE PANCH PHORAN 100g,GOLDEN HARVEST,Panch Phoron Whole,EAST,23.26922694 - 31.53521127
245,3186,GH WHO SPICE PANCH PHORAN 100g,GOLDEN HARVEST,Panch Phoron Whole,NORTH,23.26922694 - 31.53521127
246,3187,GH WHO SPICE PANCH PHORAN 100g,GOLDEN HARVEST,Panch Phoron Whole,SOUTH,23.26922694 - 31.53521127
247,3188,GH WHO SPICE PANCH PHORAN 100g,GOLDEN HARVEST,Panch Phoron Whole,WEST,23.26922694 - 31.53521127
248,4474,MOTHER EARTH FENUGREEK 100g,MOTHER EARTH,Fenugreek/Methi Whol,EAST,27.27272727 - 41.90468254
249,4475,MOTHER EARTH FENUGREEK 100g,MOTHER EARTH,Fenugreek/Methi Whol,NORTH,27.27272727 - 41.90468254
250,4476,MOTHER EARTH FENUGREEK 100g,MOTHER EARTH,Fenugreek/Methi Whol,SOUTH,27.27272727 - 41.90468254
251,4477,MOTHER EARTH FENUGREEK 100g,MOTHER EARTH,Fenugreek/Methi Whol,WEST,27.27272727 - 41.90468254
252,732,DESI ATTA URAD DAL PP 200g,DESI ATTA,Health & Other Flour,EAST,47.16666667 - 65.09290323
253,733,DESI ATTA URAD DAL PP 200g,DESI ATTA,Health & Other Flour,NORTH,47.16666667 - 65.09290323
254,734,DESI ATTA URAD DAL PP 200g,DESI ATTA,Health & Other Flour,SOUTH,47.16666667 - 65.09290323
255,735,DESI ATTA URAD DAL PP 200g,DESI ATTA,Health & Other Flour,WEST,47.16666667 - 65.09290323
256,973,EKTAA WHEAT DALIYA SMALL PP 500g,EKTAA,Daliya,EAST,30.4962963 - 38.99189189
257,974,EKTAA WHEAT DALIYA SMALL PP 500g,EKTAA,Daliya,NORTH,30.4962963 - 38.99189189
258,975,EKTAA WHEAT DALIYA SMALL PP 500g,EKTAA,Daliya,SOUTH,30.4962963 - 38.99189189
259,976,EKTAA WHEAT DALIYA SMALL PP 500g,EKTAA,Daliya,WEST,30.4962963 - 38.99189189
260,2945,GH WHO SPICE BLACK TIL 100g,GOLDEN HARVEST,Sesame/Til Whole,EAST,23.47826087 - 55.72
261,2946,GH WHO SPICE BLACK TIL 100g,GOLDEN HARVEST,Sesame/Til Whole,NORTH,23.47826087 - 55.72
262,2947,GH WHO SPICE BLACK TIL 100g,GOLDEN HARVEST,Sesame/Til Whole,SOUTH,23.47826087 - 55.72
263,2948,GH WHO SPICE BLACK TIL 100g,GOLDEN HARVEST,Sesame/Til Whole,WEST,23.47826087 - 55.72
264,5866,SANGIS KITCHN KASURI METHI PP 25g,'SANGI''S KITCHEN',Dried Fenugreek/Kasu,EAST,24.07971014 - 38.1316752
265,5867,SANGIS KITCHN KASURI METHI PP 25g,'SANGI''S KITCHEN',Dried Fenugreek/Kasu,NORTH,24.07971014 - 38.1316752
266,5868,SANGIS KITCHN KASURI METHI PP 25g,'SANGI''S KITCHEN',Dried Fenugreek/Kasu,SOUTH,24.07971014 - 38.1316752
267,5869,SANGIS KITCHN KASURI METHI PP 25g,'SANGI''S KITCHEN',Dried Fenugreek/Kasu,WEST,24.07971014 - 38.1316752
268,3625,GOLDEN HARVEST KISMIS INDIAN 500g,GOLDEN HARVEST,Raisin,EAST,127.4899853 - 230.761626
269,3626,GOLDEN HARVEST KISMIS INDIAN 500g,GOLDEN HARVEST,Raisin,NORTH,127.4899853 - 230.761626
270,3627,GOLDEN HARVEST KISMIS INDIAN 500g,GOLDEN HARVEST,Raisin,SOUTH,127.4899853 - 230.761626
271,3628,GOLDEN HARVEST KISMIS INDIAN 500g,GOLDEN HARVEST,Raisin,WEST,127.4899853 - 230.761626
272,736,DESI ATTA WHOLE GROATS OATS ATTA PP 500g,DESI ATTA,Health & Other Flour,EAST,71.31111111 - 86.60294118
273,737,DESI ATTA WHOLE GROATS OATS ATTA PP 500g,DESI ATTA,Health & Other Flour,NORTH,71.31111111 - 86.60294118
274,738,DESI ATTA WHOLE GROATS OATS ATTA PP 500g,DESI ATTA,Health & Other Flour,SOUTH,71.31111111 - 86.60294118
275,739,DESI ATTA WHOLE GROATS OATS ATTA PP 500g,DESI ATTA,Health & Other Flour,WEST,71.31111111 - 86.60294118
276,646,DESI ATTA MOONG WHOLE PP 200g,DESI ATTA,Health & Other Flour,EAST,32.78571429 - 50.08107143
277,647,DESI ATTA MOONG WHOLE PP 200g,DESI ATTA,Health & Other Flour,NORTH,32.78571429 - 50.08107143
278,648,DESI ATTA MOONG WHOLE PP 200g,DESI ATTA,Health & Other Flour,SOUTH,32.78571429 - 50.08107143
279,649,DESI ATTA MOONG WHOLE PP 200g,DESI ATTA,Health & Other Flour,WEST,32.78571429 - 50.08107143
280,824,EKTAA GROUNDNUT PP 1Kg,EKTAA,Groundnut,EAST,130.3439753 - 186.4053066
281,825,EKTAA GROUNDNUT PP 1Kg,EKTAA,Groundnut,NORTH,130.3439753 - 186.4053066
282,826,EKTAA GROUNDNUT PP 1Kg,EKTAA,Groundnut,SOUTH,130.3439753 - 186.4053066
283,827,EKTAA GROUNDNUT PP 1Kg,EKTAA,Groundnut,WEST,130.3439753 - 186.4053066
284,1715,GH MASOOR DAL BLACK WHOLE 500g,GOLDEN HARVEST,Masoor Whole,EAST,30.75599315 - 49.37288136
285,1716,GH MASOOR DAL BLACK WHOLE 500g,GOLDEN HARVEST,Masoor Whole,NORTH,30.75599315 - 49.37288136
286,1717,GH MASOOR DAL BLACK WHOLE 500g,GOLDEN HARVEST,Masoor Whole,SOUTH,30.75599315 - 49.37288136
287,1718,GH MASOOR DAL BLACK WHOLE 500g,GOLDEN HARVEST,Masoor Whole,WEST,30.75599315 - 49.37288136
288,4482,MOTHER EARTH GROUNDNUT 500g,MOTHER EARTH,Groundnut,EAST,88.28571429 - 120.0
289,4483,MOTHER EARTH GROUNDNUT 500g,MOTHER EARTH,Groundnut,NORTH,88.28571429 - 120.0
290,4484,MOTHER EARTH GROUNDNUT 500g,MOTHER EARTH,Groundnut,SOUTH,88.28571429 - 120.0
291,4485,MOTHER EARTH GROUNDNUT 500g,MOTHER EARTH,Groundnut,WEST,88.28571429 - 120.0
292,5707,SANGIS KITCHEN MOTIELAICHI WHOLE PP 50g,'SANGI''S KITCHEN',Cardamom/Elaichi Who,EAST,89.0 - 177.8571429
293,5708,SANGIS KITCHEN MOTIELAICHI WHOLE PP 50g,'SANGI''S KITCHEN',Cardamom/Elaichi Who,NORTH,89.0 - 177.8571429
294,5709,SANGIS KITCHEN MOTIELAICHI WHOLE PP 50g,'SANGI''S KITCHEN',Cardamom/Elaichi Who,SOUTH,89.0 - 177.8571429
295,5710,SANGIS KITCHEN MOTIELAICHI WHOLE PP 50g,'SANGI''S KITCHEN',Cardamom/Elaichi Who,WEST,89.0 - 177.8571429
296,2532,GH ROCK SALT PINK PP 200g,GOLDEN HARVEST,Salt,EAST,44.41041348 - 59.95932121
297,2533,GH ROCK SALT PINK PP 200g,GOLDEN HARVEST,Salt,NORTH,44.41041348 - 59.95932121
298,2534,GH ROCK SALT PINK PP 200g,GOLDEN HARVEST,Salt,SOUTH,44.41041348 - 59.95932121
299,2535,GH ROCK SALT PINK PP 200g,GOLDEN HARVEST,Salt,WEST,44.41041348 - 59.95932121
300,3076,GH WHO SPICE JAVETRI 25g,GOLDEN HARVEST,Other Whole Spices,EAST,74.70561006 - 144.5682625
301,3077,GH WHO SPICE JAVETRI 25g,GOLDEN HARVEST,Other Whole Spices,NORTH,74.70561006 - 144.5682625
302,3078,GH WHO SPICE JAVETRI 25g,GOLDEN HARVEST,Other Whole Spices,SOUTH,74.70561006 - 144.5682625
303,3079,GH WHO SPICE JAVETRI 25g,GOLDEN HARVEST,Other Whole Spices,WEST,74.70561006 - 144.5682625
304,1114,GH BAJRA STANDARD 1kg,GOLDEN HARVEST,Millets,EAST,32.28571429 - 50.0
305,1115,GH BAJRA STANDARD 1kg,GOLDEN HARVEST,Millets,NORTH,32.28571429 - 50.0
306,1116,GH BAJRA STANDARD 1kg,GOLDEN HARVEST,Millets,SOUTH,32.28571429 - 50.0
307,1117,GH BAJRA STANDARD 1kg,GOLDEN HARVEST,Millets,WEST,32.28571429 - 50.0
308,1054,FRESH&PURE KCHI GHNI MUSTRD OIL BT 500ml,FRESH & PURE,Mustard Oil,EAST,52.78438031 - 70.77857143
309,1055,FRESH&PURE KCHI GHNI MUSTRD OIL BT 500ml,FRESH & PURE,Mustard Oil,NORTH,52.78438031 - 70.77857143
310,1056,FRESH&PURE KCHI GHNI MUSTRD OIL BT 500ml,FRESH & PURE,Mustard Oil,SOUTH,52.78438031 - 70.77857143
311,1057,FRESH&PURE KCHI GHNI MUSTRD OIL BT 500ml,FRESH & PURE,Mustard Oil,WEST,52.78438031 - 70.77857143
312,690,DESI ATTA RICE IDLI MIX PP 200g,DESI ATTA,South Indian Mixes,EAST,32.22647059 - 52.92857143
313,691,DESI ATTA RICE IDLI MIX PP 200g,DESI ATTA,South Indian Mixes,NORTH,32.22647059 - 52.92857143
314,692,DESI ATTA RICE IDLI MIX PP 200g,DESI ATTA,South Indian Mixes,SOUTH,32.22647059 - 52.92857143
315,693,DESI ATTA RICE IDLI MIX PP 200g,DESI ATTA,South Indian Mixes,WEST,32.22647059 - 52.92857143
316,1120,GH BANDHANI HING BT 100g,GOLDEN HARVEST,Asafoetida/Hing Powd,EAST,113.5915493 - 143.1567342
317,1121,GH BANDHANI HING BT 100g,GOLDEN HARVEST,Asafoetida/Hing Powd,NORTH,113.5915493 - 143.1567342
318,1122,GH BANDHANI HING BT 100g,GOLDEN HARVEST,Asafoetida/Hing Powd,SOUTH,113.5915493 - 143.1567342
319,1123,GH BANDHANI HING BT 100g,GOLDEN HARVEST,Asafoetida/Hing Powd,WEST,113.5915493 - 143.1567342
320,2744,GH SUGAR 1Kg,GOLDEN HARVEST,Basic Sugar,EAST,39.7837413 - 60.0
321,2745,GH SUGAR 1Kg,GOLDEN HARVEST,Basic Sugar,NORTH,39.7837413 - 60.0
322,2746,GH SUGAR 1Kg,GOLDEN HARVEST,Basic Sugar,SOUTH,39.7837413 - 60.0
323,2747,GH SUGAR 1Kg,GOLDEN HARVEST,Basic Sugar,WEST,39.7837413 - 60.0
324,5818,SANGIS KITCHEN STAR ANISE WHOLE PP 25g,'SANGI''S KITCHEN',Other Whole Spices,EAST,28.39690223 - 41.29496403
325,5819,SANGIS KITCHEN STAR ANISE WHOLE PP 25g,'SANGI''S KITCHEN',Other Whole Spices,NORTH,28.39690223 - 41.29496403
326,5820,SANGIS KITCHEN STAR ANISE WHOLE PP 25g,'SANGI''S KITCHEN',Other Whole Spices,SOUTH,28.39690223 - 41.29496403
327,5821,SANGIS KITCHEN STAR ANISE WHOLE PP 25g,'SANGI''S KITCHEN',Other Whole Spices,WEST,28.39690223 - 41.29496403
328,3556,GOLDEN HARVEST CASHEW REGULAR 200g,GOLDEN HARVEST,Cashew,EAST,201.4169355 - 320.0
329,3557,GOLDEN HARVEST CASHEW REGULAR 200g,GOLDEN HARVEST,Cashew,NORTH,201.4169355 - 320.0
330,3558,GOLDEN HARVEST CASHEW REGULAR 200g,GOLDEN HARVEST,Cashew,SOUTH,201.4169355 - 320.0
331,3559,GOLDEN HARVEST CASHEW REGULAR 200g,GOLDEN HARVEST,Cashew,WEST,201.4169355 - 320.0
332,722,DESI ATTA UPMA MIX PP 170g,DESI ATTA,South Indian Mixes,EAST,30.63414634 - 35.47085202
333,723,DESI ATTA UPMA MIX PP 170g,DESI ATTA,South Indian Mixes,NORTH,30.63414634 - 35.47085202
334,724,DESI ATTA UPMA MIX PP 170g,DESI ATTA,South Indian Mixes,SOUTH,30.63414634 - 35.47085202
335,725,DESI ATTA UPMA MIX PP 170g,DESI ATTA,South Indian Mixes,WEST,30.63414634 - 35.47085202
336,718,DESI ATTA THALIPT/MGRN PRTHA MIX PP 200g,DESI ATTA,North Indian Mixes,EAST,45.77777778 - 58.43506494
337,719,DESI ATTA THALIPT/MGRN PRTHA MIX PP 200g,DESI ATTA,North Indian Mixes,NORTH,45.77777778 - 58.43506494
338,720,DESI ATTA THALIPT/MGRN PRTHA MIX PP 200g,DESI ATTA,North Indian Mixes,SOUTH,45.77777778 - 58.43506494
339,721,DESI ATTA THALIPT/MGRN PRTHA MIX PP 200g,DESI ATTA,North Indian Mixes,WEST,45.77777778 - 58.43506494
340,5602,SANGIS KITCHEN DRIED GINGER PP 50g,'SANGI''S KITCHEN',Other Whole Spices,EAST,31.133829 - 41.75
341,5603,SANGIS KITCHEN DRIED GINGER PP 50g,'SANGI''S KITCHEN',Other Whole Spices,NORTH,31.133829 - 41.75
342,5604,SANGIS KITCHEN DRIED GINGER PP 50g,'SANGI''S KITCHEN',Other Whole Spices,SOUTH,31.133829 - 41.75
343,5605,SANGIS KITCHEN DRIED GINGER PP 50g,'SANGI''S KITCHEN',Other Whole Spices,WEST,31.133829 - 41.75
344,2000,GH POW SPICE TURMERIC PP 500g,GOLDEN HARVEST,Turmeric/Haldi Powde,EAST,79.8625731 - 150.0
345,2001,GH POW SPICE TURMERIC PP 500g,GOLDEN HARVEST,Turmeric/Haldi Powde,NORTH,79.8625731 - 150.0
346,2002,GH POW SPICE TURMERIC PP 500g,GOLDEN HARVEST,Turmeric/Haldi Powde,SOUTH,79.8625731 - 150.0
347,2003,GH POW SPICE TURMERIC PP 500g,GOLDEN HARVEST,Turmeric/Haldi Powde,WEST,79.8625731 - 150.0
348,1058,FRESH&PURE SOYABEAN OIL PP 1L,FRESH & PURE,Soyabean Oil,EAST,74.28307865 - 94.72560976
349,1059,FRESH&PURE SOYABEAN OIL PP 1L,FRESH & PURE,Soyabean Oil,NORTH,74.28307865 - 94.72560976
350,1060,FRESH&PURE SOYABEAN OIL PP 1L,FRESH & PURE,Soyabean Oil,SOUTH,74.28307865 - 94.72560976
351,1061,FRESH&PURE SOYABEAN OIL PP 1L,FRESH & PURE,Soyabean Oil,WEST,74.28307865 - 94.72560976
352,5656,SANGIS KITCHEN JAVITRI MACE WHOLE PP 25g,'SANGI''S KITCHEN',Other Whole Spices,EAST,89.41839416 - 127.6973684
353,5657,SANGIS KITCHEN JAVITRI MACE WHOLE PP 25g,'SANGI''S KITCHEN',Other Whole Spices,NORTH,89.41839416 - 127.6973684
354,5658,SANGIS KITCHEN JAVITRI MACE WHOLE PP 25g,'SANGI''S KITCHEN',Other Whole Spices,SOUTH,89.41839416 - 127.6973684
355,5659,SANGIS KITCHEN JAVITRI MACE WHOLE PP 25g,'SANGI''S KITCHEN',Other Whole Spices,WEST,89.41839416 - 127.6973684
356,590,DESI ATTA FINE BESAN PP 200g,DESI ATTA,Besan,EAST,21.90930788 - 42.86514886
357,591,DESI ATTA FINE BESAN PP 200g,DESI ATTA,Besan,NORTH,21.90930788 - 42.86514886
358,592,DESI ATTA FINE BESAN PP 200g,DESI ATTA,Besan,SOUTH,21.90930788 - 42.86514886
359,593,DESI ATTA FINE BESAN PP 200g,DESI ATTA,Besan,WEST,21.90930788 - 42.86514886
360,1050,FRESH&PURE COW GHEE PP 500ml,FRESH & PURE,Cow Ghee,EAST,161.5470085 - 296.4497041
361,1051,FRESH&PURE COW GHEE PP 500ml,FRESH & PURE,Cow Ghee,NORTH,161.5470085 - 296.4497041
362,1052,FRESH&PURE COW GHEE PP 500ml,FRESH & PURE,Cow Ghee,SOUTH,161.5470085 - 296.4497041
363,1053,FRESH&PURE COW GHEE PP 500ml,FRESH & PURE,Cow Ghee,WEST,161.5470085 - 296.4497041
364,5854,SANGIS KITCHEN WHITE TIL SESAME PP 200g,'SANGI''S KITCHEN',Sesame/Til Whole,EAST,50.6778607 - 64.0
365,5855,SANGIS KITCHEN WHITE TIL SESAME PP 200g,'SANGI''S KITCHEN',Sesame/Til Whole,NORTH,50.6778607 - 64.0
366,5856,SANGIS KITCHEN WHITE TIL SESAME PP 200g,'SANGI''S KITCHEN',Sesame/Til Whole,SOUTH,50.6778607 - 64.0
367,5857,SANGIS KITCHEN WHITE TIL SESAME PP 200g,'SANGI''S KITCHEN',Sesame/Til Whole,WEST,50.6778607 - 64.0
368,1594,GH HYDRABADI BIRYANI BASMATI RICE PP 1kg,GOLDEN HARVEST,Premium Rice,EAST,94.59733531 - 160.0
369,1595,GH HYDRABADI BIRYANI BASMATI RICE PP 1kg,GOLDEN HARVEST,Premium Rice,NORTH,94.59733531 - 160.0
370,1596,GH HYDRABADI BIRYANI BASMATI RICE PP 1kg,GOLDEN HARVEST,Premium Rice,SOUTH,94.59733531 - 160.0
371,1597,GH HYDRABADI BIRYANI BASMATI RICE PP 1kg,GOLDEN HARVEST,Premium Rice,WEST,94.59733531 - 160.0
372,1093,GH ATTA 9 GRAIN PP 2kg,GOLDEN HARVEST,Multigrain Flour,EAST,95.8286385 - 120.0
373,1094,GH ATTA 9 GRAIN PP 2kg,GOLDEN HARVEST,Multigrain Flour,NORTH,95.8286385 - 120.0
374,1095,GH ATTA 9 GRAIN PP 2kg,GOLDEN HARVEST,Multigrain Flour,SOUTH,95.8286385 - 120.0
375,1096,GH ATTA 9 GRAIN PP 2kg,GOLDEN HARVEST,Multigrain Flour,WEST,95.8286385 - 120.0
376,4450,MOTHER EARTH CINNAMON 100g,MOTHER EARTH,Cinnamon/Dalchini Wh,EAST,89.14688129 - 100.1449275
377,4451,MOTHER EARTH CINNAMON 100g,MOTHER EARTH,Cinnamon/Dalchini Wh,NORTH,89.14688129 - 100.1449275
378,4452,MOTHER EARTH CINNAMON 100g,MOTHER EARTH,Cinnamon/Dalchini Wh,SOUTH,89.14688129 - 100.1449275
379,4453,MOTHER EARTH CINNAMON 100g,MOTHER EARTH,Cinnamon/Dalchini Wh,WEST,89.14688129 - 100.1449275
380,1670,GH LAJAWAAB BASMATI RICE PP 1kg,GOLDEN HARVEST,Supreme Rice,EAST,107.4397093 - 154.627907
381,1671,GH LAJAWAAB BASMATI RICE PP 1kg,GOLDEN HARVEST,Supreme Rice,NORTH,107.4397093 - 154.627907
382,1672,GH LAJAWAAB BASMATI RICE PP 1kg,GOLDEN HARVEST,Supreme Rice,SOUTH,107.4397093 - 154.627907
383,1673,GH LAJAWAAB BASMATI RICE PP 1kg,GOLDEN HARVEST,Supreme Rice,WEST,107.4397093 - 154.627907
384,5575,SANGIS KITCHEN CLOVE WHOLE PP 50g,'SANGI''S KITCHEN',Clove/Laung Whole,EAST,102.5102041 - 118.015748
385,5576,SANGIS KITCHEN CLOVE WHOLE PP 50g,'SANGI''S KITCHEN',Clove/Laung Whole,NORTH,102.5102041 - 118.015748
386,5577,SANGIS KITCHEN CLOVE WHOLE PP 50g,'SANGI''S KITCHEN',Clove/Laung Whole,SOUTH,102.5102041 - 118.015748
387,5578,SANGIS KITCHEN CLOVE WHOLE PP 50g,'SANGI''S KITCHEN',Clove/Laung Whole,WEST,102.5102041 - 118.015748
388,1904,GH POW SPC KASHMIRI MIRCH PP 100g,GOLDEN HARVEST,Chilli/Mirch Powder,EAST,35.0576087 - 62.70162162
389,1905,GH POW SPC KASHMIRI MIRCH PP 100g,GOLDEN HARVEST,Chilli/Mirch Powder,NORTH,35.0576087 - 62.70162162
390,1906,GH POW SPC KASHMIRI MIRCH PP 100g,GOLDEN HARVEST,Chilli/Mirch Powder,SOUTH,35.0576087 - 62.70162162
391,1907,GH POW SPC KASHMIRI MIRCH PP 100g,GOLDEN HARVEST,Chilli/Mirch Powder,WEST,35.0576087 - 62.70162162
392,4106,KARMIQ ROSTD & SLTD IRANI PISTA PP 500g,KARMIQ,Flavoured Pista,EAST,622.2866242 - 975.0
