,Unnamed: 0,NAME,Brand,MC,ZONE,Price_Range
393,4107,KARMIQ ROSTD & SLTD IRANI PISTA PP 500g,KARMIQ,Flavoured Pista,NORTH,622.2866242 - 975.0
394,4108,KARMIQ ROSTD & SLTD IRANI PISTA PP 500g,KARMIQ,Flavoured Pista,SOUTH,622.2866242 - 975.0
395,4109,KARMIQ ROSTD & SLTD IRANI PISTA PP 500g,KARMIQ,Flavoured Pista,WEST,622.2866242 - 975.0
396,4039,KARMIQ OLIVE OIL EXTRA VIRGIN BT 500ml,KARMIQ,Olive & Exotic Oil,EAST,379.9411765 - 864.8415842
397,4040,KARMIQ OLIVE OIL EXTRA VIRGIN BT 500ml,KARMIQ,Olive & Exotic Oil,NORTH,379.9411765 - 864.8415842
398,4041,KARMIQ OLIVE OIL EXTRA VIRGIN BT 500ml,KARMIQ,Olive & Exotic Oil,SOUTH,379.9411765 - 864.8415842
399,4042,KARMIQ OLIVE OIL EXTRA VIRGIN BT 500ml,KARMIQ,Olive & Exotic Oil,WEST,379.9411765 - 864.8415842
400,1929,GH POW SPICE CUMIN 100g,GOLDEN HARVEST,Cumin/Jeera Powder,EAST,36.70446285 - 60.0
401,1930,GH POW SPICE CUMIN 100g,GOLDEN HARVEST,Cumin/Jeera Powder,NORTH,36.70446285 - 60.0
402,1931,GH POW SPICE CUMIN 100g,GOLDEN HARVEST,Cumin/Jeera Powder,SOUTH,36.70446285 - 60.0
403,1932,GH POW SPICE CUMIN 100g,GOLDEN HARVEST,Cumin/Jeera Powder,WEST,36.70446285 - 60.0
404,944,EKTAA TAL MAKHANA PP 100g,EKTAA,Makhana Whole,EAST,99.03884834 - 191.5205382
405,945,EKTAA TAL MAKHANA PP 100g,EKTAA,Makhana Whole,NORTH,99.03884834 - 191.5205382
406,946,EKTAA TAL MAKHANA PP 100g,EKTAA,Makhana Whole,SOUTH,99.03884834 - 191.5205382
407,947,EKTAA TAL MAKHANA PP 100g,EKTAA,Makhana Whole,WEST,99.03884834 - 191.5205382
408,935,EKTAA SOYA WADI BX 200g,EKTAA,Soya Chunks,EAST,29.24797753 - 45.08108108
409,936,EKTAA SOYA WADI BX 200g,EKTAA,Soya Chunks,NORTH,29.24797753 - 45.08108108
410,937,EKTAA SOYA WADI BX 200g,EKTAA,Soya Chunks,SOUTH,29.24797753 - 45.08108108
411,938,EKTAA SOYA WADI BX 200g,EKTAA,Soya Chunks,WEST,29.24797753 - 45.08108108
412,534,DESI ATTA CO PERI PERI IDLI MIX PP 200g,DESI ATTA,South Indian Mixes,EAST,43.92592593 - 61.00840336
413,535,DESI ATTA CO PERI PERI IDLI MIX PP 200g,DESI ATTA,South Indian Mixes,NORTH,43.92592593 - 61.00840336
414,536,DESI ATTA CO PERI PERI IDLI MIX PP 200g,DESI ATTA,South Indian Mixes,SOUTH,43.92592593 - 61.00840336
415,537,DESI ATTA CO PERI PERI IDLI MIX PP 200g,DESI ATTA,South Indian Mixes,WEST,43.92592593 - 61.00840336
416,2054,GH PREMIUM SUJI RAVA 500g,GOLDEN HARVEST,Rava,EAST,19.04681075 - 32.52236842
417,2055,GH PREMIUM SUJI RAVA 500g,GOLDEN HARVEST,Rava,NORTH,19.04681075 - 32.52236842
418,2056,GH PREMIUM SUJI RAVA 500g,GOLDEN HARVEST,Rava,SOUTH,19.04681075 - 32.52236842
419,2057,GH PREMIUM SUJI RAVA 500g,GOLDEN HARVEST,Rava,WEST,19.04681075 - 32.52236842
420,638,DESI ATTA MOONG DAL PP 200g,DESI ATTA,Health & Other Flour,EAST,26.23235294 - 45.71601563
421,639,DESI ATTA MOONG DAL PP 200g,DESI ATTA,Health & Other Flour,NORTH,26.23235294 - 45.71601563
422,640,DESI ATTA MOONG DAL PP 200g,DESI ATTA,Health & Other Flour,SOUTH,26.23235294 - 45.71601563
423,641,DESI ATTA MOONG DAL PP 200g,DESI ATTA,Health & Other Flour,WEST,26.23235294 - 45.71601563
424,5739,SANGIS KITCHEN PANCH PHORAN PP 100g,'SANGI''S KITCHEN',Panch Phoron Whole,EAST,38.63428571 - 42.89622817
425,5740,SANGIS KITCHEN PANCH PHORAN PP 100g,'SANGI''S KITCHEN',Panch Phoron Whole,NORTH,38.63428571 - 42.89622817
426,5741,SANGIS KITCHEN PANCH PHORAN PP 100g,'SANGI''S KITCHEN',Panch Phoron Whole,SOUTH,38.63428571 - 42.89622817
427,5742,SANGIS KITCHEN PANCH PHORAN PP 100g,'SANGI''S KITCHEN',Panch Phoron Whole,WEST,38.63428571 - 42.89622817
428,1688,GH LAZEEZ BASMATI RICE PP 1kg,GOLDEN HARVEST,Standard Rice,EAST,64.77040711 - 130.8783784
429,1689,GH LAZEEZ BASMATI RICE PP 1kg,GOLDEN HARVEST,Standard Rice,NORTH,64.77040711 - 130.8783784
430,1690,GH LAZEEZ BASMATI RICE PP 1kg,GOLDEN HARVEST,Standard Rice,SOUTH,64.77040711 - 130.8783784
431,1691,GH LAZEEZ BASMATI RICE PP 1kg,GOLDEN HARVEST,Standard Rice,WEST,64.77040711 - 130.8783784
432,3124,GH WHO SPICE KHUSKHUS 100g,GOLDEN HARVEST,Poppy Seed/Khus Khus,EAST,81.58643466 - 170.1228137
433,3125,GH WHO SPICE KHUSKHUS 100g,GOLDEN HARVEST,Poppy Seed/Khus Khus,NORTH,81.58643466 - 170.1228137
434,3126,GH WHO SPICE KHUSKHUS 100g,GOLDEN HARVEST,Poppy Seed/Khus Khus,SOUTH,81.58643466 - 170.1228137
435,3127,GH WHO SPICE KHUSKHUS 100g,GOLDEN HARVEST,Poppy Seed/Khus Khus,WEST,81.58643466 - 170.1228137
436,502,DESI ATTA CO BESAN LADOO MIX 200g,DESI ATTA,North Indian Mixes,EAST,48.82419355 - 62.17705394
437,503,DESI ATTA CO BESAN LADOO MIX 200g,DESI ATTA,North Indian Mixes,NORTH,48.82419355 - 62.17705394
438,504,DESI ATTA CO BESAN LADOO MIX 200g,DESI ATTA,North Indian Mixes,SOUTH,48.82419355 - 62.17705394
439,505,DESI ATTA CO BESAN LADOO MIX 200g,DESI ATTA,North Indian Mixes,WEST,48.82419355 - 62.17705394
440,2455,GH RED MATTA BOILED RICE PP 1kg,GOLDEN HARVEST,Single Boiled Rice,EAST,52.11424332 - 91.82828283
441,2456,GH RED MATTA BOILED RICE PP 1kg,GOLDEN HARVEST,Single Boiled Rice,NORTH,52.11424332 - 91.82828283
442,2457,GH RED MATTA BOILED RICE PP 1kg,GOLDEN HARVEST,Single Boiled Rice,SOUTH,52.11424332 - 91.82828283
443,2458,GH RED MATTA BOILED RICE PP 1kg,GOLDEN HARVEST,Single Boiled Rice,WEST,52.11424332 - 91.82828283
444,1200,GH BLACK SALT GRNDR BT 100g,GOLDEN HARVEST,Salt,EAST,88.77542373 - 100.03125
445,1201,GH BLACK SALT GRNDR BT 100g,GOLDEN HARVEST,Salt,NORTH,88.77542373 - 100.03125
446,1202,GH BLACK SALT GRNDR BT 100g,GOLDEN HARVEST,Salt,SOUTH,88.77542373 - 100.03125
447,1203,GH BLACK SALT GRNDR BT 100g,GOLDEN HARVEST,Salt,WEST,88.77542373 - 100.03125
448,1101,GH ATTA SUPREME PP 5kg,GOLDEN HARVEST,Wheat Flour,EAST,149.8738739 - 237.4505382
449,1102,GH ATTA SUPREME PP 5kg,GOLDEN HARVEST,Wheat Flour,NORTH,149.8738739 - 237.4505382
450,1103,GH ATTA SUPREME PP 5kg,GOLDEN HARVEST,Wheat Flour,SOUTH,149.8738739 - 237.4505382
451,1104,GH ATTA SUPREME PP 5kg,GOLDEN HARVEST,Wheat Flour,WEST,149.8738739 - 237.4505382
452,4423,MOTHER EARTH BASMATI RICE 1Kg,MOTHER EARTH,Premium Rice,EAST,160.1 - 181.0104167
453,4424,MOTHER EARTH BASMATI RICE 1Kg,MOTHER EARTH,Premium Rice,NORTH,160.1 - 181.0104167
454,4425,MOTHER EARTH BASMATI RICE 1Kg,MOTHER EARTH,Premium Rice,SOUTH,160.1 - 181.0104167
455,4426,MOTHER EARTH BASMATI RICE 1Kg,MOTHER EARTH,Premium Rice,WEST,160.1 - 181.0104167
456,4566,MOTHER EARTH SUGAR 500g,MOTHER EARTH,Basic Sugar,EAST,57.79106858 - 65.22159091
457,4567,MOTHER EARTH SUGAR 500g,MOTHER EARTH,Basic Sugar,NORTH,57.79106858 - 65.22159091
458,4568,MOTHER EARTH SUGAR 500g,MOTHER EARTH,Basic Sugar,SOUTH,57.79106858 - 65.22159091
459,4569,MOTHER EARTH SUGAR 500g,MOTHER EARTH,Basic Sugar,WEST,57.79106858 - 65.22159091
460,614,DESI ATTA KHATTA DHOKLA MIX PP 200g,DESI ATTA,North Indian Mixes,EAST,32.72727273 - 47.0
461,615,DESI ATTA KHATTA DHOKLA MIX PP 200g,DESI ATTA,North Indian Mixes,NORTH,32.72727273 - 47.0
462,616,DESI ATTA KHATTA DHOKLA MIX PP 200g,DESI ATTA,North Indian Mixes,SOUTH,32.72727273 - 47.0
463,617,DESI ATTA KHATTA DHOKLA MIX PP 200g,DESI ATTA,North Indian Mixes,WEST,32.72727273 - 47.0
464,4533,MOTHER EARTH POHA 500g,MOTHER EARTH,Poha/Avalakki/Chirwa,EAST,50.19256018 - 64.6234375
465,4534,MOTHER EARTH POHA 500g,MOTHER EARTH,Poha/Avalakki/Chirwa,NORTH,50.19256018 - 64.6234375
466,4535,MOTHER EARTH POHA 500g,MOTHER EARTH,Poha/Avalakki/Chirwa,SOUTH,50.19256018 - 64.6234375
467,4536,MOTHER EARTH POHA 500g,MOTHER EARTH,Poha/Avalakki/Chirwa,WEST,50.19256018 - 64.6234375
468,1992,GH POW SPICE TURMERIC 100g,GOLDEN HARVEST,Turmeric/Haldi Powde,EAST,25.0313893 - 31.89693034
469,1993,GH POW SPICE TURMERIC 100g,GOLDEN HARVEST,Turmeric/Haldi Powde,NORTH,25.0313893 - 31.89693034
470,1994,GH POW SPICE TURMERIC 100g,GOLDEN HARVEST,Turmeric/Haldi Powde,SOUTH,25.0313893 - 31.89693034
471,1995,GH POW SPICE TURMERIC 100g,GOLDEN HARVEST,Turmeric/Haldi Powde,WEST,25.0313893 - 31.89693034
472,2897,GH WHL SPICE WHITE TIL 100g,GOLDEN HARVEST,Sesame/Til Whole,EAST,21.25319693 - 43.9497992
473,2898,GH WHL SPICE WHITE TIL 100g,GOLDEN HARVEST,Sesame/Til Whole,NORTH,21.25319693 - 43.9497992
474,2899,GH WHL SPICE WHITE TIL 100g,GOLDEN HARVEST,Sesame/Til Whole,SOUTH,21.25319693 - 43.9497992
475,2900,GH WHL SPICE WHITE TIL 100g,GOLDEN HARVEST,Sesame/Til Whole,WEST,21.25319693 - 43.9497992
476,1147,GH BASMATI RICE DIL KHUSH PP 1kg,GOLDEN HARVEST,Standard Rice,EAST,71.61699441 - 186.6075989
477,1148,GH BASMATI RICE DIL KHUSH PP 1kg,GOLDEN HARVEST,Standard Rice,NORTH,71.61699441 - 186.6075989
478,1149,GH BASMATI RICE DIL KHUSH PP 1kg,GOLDEN HARVEST,Standard Rice,SOUTH,71.61699441 - 186.6075989
479,1150,GH BASMATI RICE DIL KHUSH PP 1kg,GOLDEN HARVEST,Standard Rice,WEST,71.61699441 - 186.6075989
480,518,DESI ATTA CO MAKAI ATTA PP 1Kg,DESI ATTA,Health & Other Flour,EAST,32.68137931 - 70.0
481,519,DESI ATTA CO MAKAI ATTA PP 1Kg,DESI ATTA,Health & Other Flour,NORTH,32.68137931 - 70.0
482,520,DESI ATTA CO MAKAI ATTA PP 1Kg,DESI ATTA,Health & Other Flour,SOUTH,32.68137931 - 70.0
483,521,DESI ATTA CO MAKAI ATTA PP 1Kg,DESI ATTA,Health & Other Flour,WEST,32.68137931 - 70.0
484,1219,GH BROWN RICE JAR 1Kg,GOLDEN HARVEST,Health Rice,EAST,87.0 - 99.94444444
485,1220,GH BROWN RICE JAR 1Kg,GOLDEN HARVEST,Health Rice,NORTH,87.0 - 99.94444444
486,1221,GH BROWN RICE JAR 1Kg,GOLDEN HARVEST,Health Rice,SOUTH,87.0 - 99.94444444
487,1222,GH BROWN RICE JAR 1Kg,GOLDEN HARVEST,Health Rice,WEST,87.0 - 99.94444444
488,2624,GH SALT BLACK 100g,GOLDEN HARVEST,Salt,EAST,7.542372881 - 12.0
489,2625,GH SALT BLACK 100g,GOLDEN HARVEST,Salt,NORTH,7.542372881 - 12.0
490,2626,GH SALT BLACK 100g,GOLDEN HARVEST,Salt,SOUTH,7.542372881 - 12.0
491,2627,GH SALT BLACK 100g,GOLDEN HARVEST,Salt,WEST,7.542372881 - 12.0
492,3957,KARMIQ MAMRA ALMONDS PP 200g,KARMIQ,Almond,EAST,211.755102 - 953.8
493,3958,KARMIQ MAMRA ALMONDS PP 200g,KARMIQ,Almond,NORTH,211.755102 - 953.8
494,3959,KARMIQ MAMRA ALMONDS PP 200g,KARMIQ,Almond,SOUTH,211.755102 - 953.8
495,3960,KARMIQ MAMRA ALMONDS PP 200g,KARMIQ,Almond,WEST,211.755102 - 953.8
496,3685,GOLDEN HARVEST SUPREME ATTA PP 1K,GOLDEN HARVEST,Wheat Flour,EAST,34.0941989 - 57.38053097
497,3686,GOLDEN HARVEST SUPREME ATTA PP 1K,GOLDEN HARVEST,Wheat Flour,NORTH,34.0941989 - 57.38053097
498,3687,GOLDEN HARVEST SUPREME ATTA PP 1K,GOLDEN HARVEST,Wheat Flour,SOUTH,34.0941989 - 57.38053097
499,3688,GOLDEN HARVEST SUPREME ATTA PP 1K,GOLDEN HARVEST,Wheat Flour,WEST,34.0941989 - 57.38053097
500,3552,GOLDEN HARVEST CASHEW REGULAR 100g,GOLDEN HARVEST,Cashew,EAST,97.10367847 - 150.0
501,3553,GOLDEN HARVEST CASHEW REGULAR 100g,GOLDEN HARVEST,Cashew,NORTH,97.10367847 - 150.0
502,3554,GOLDEN HARVEST CASHEW REGULAR 100g,GOLDEN HARVEST,Cashew,SOUTH,97.10367847 - 150.0
503,3555,GOLDEN HARVEST CASHEW REGULAR 100g,GOLDEN HARVEST,Cashew,WEST,97.10367847 - 150.0
504,3947,KARMIQ IN SHELL PISTA SALTED PP 200g,KARMIQ,Flavoured Pista,EAST,243.9716446 - 330.0
505,3948,KARMIQ IN SHELL PISTA SALTED PP 200g,KARMIQ,Flavoured Pista,NORTH,243.9716446 - 330.0
506,3949,KARMIQ IN SHELL PISTA SALTED PP 200g,KARMIQ,Flavoured Pista,SOUTH,243.9716446 - 330.0
507,3950,KARMIQ IN SHELL PISTA SALTED PP 200g,KARMIQ,Flavoured Pista,WEST,243.9716446 - 330.0
508,654,DESI ATTA MULTIGRAIN DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,EAST,48.925 - 60.0
509,655,DESI ATTA MULTIGRAIN DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,NORTH,48.925 - 60.0
510,656,DESI ATTA MULTIGRAIN DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,SOUTH,48.925 - 60.0
511,657,DESI ATTA MULTIGRAIN DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,WEST,48.925 - 60.0
512,5519,SANGIS KITCHEN BLACK TIL SESAME PP 100g,'SANGI''S KITCHEN',Sesame/Til Whole,EAST,31.00478469 - 42.9
513,5520,SANGIS KITCHEN BLACK TIL SESAME PP 100g,'SANGI''S KITCHEN',Sesame/Til Whole,NORTH,31.00478469 - 42.9
514,5521,SANGIS KITCHEN BLACK TIL SESAME PP 100g,'SANGI''S KITCHEN',Sesame/Til Whole,SOUTH,31.00478469 - 42.9
515,5522,SANGIS KITCHEN BLACK TIL SESAME PP 100g,'SANGI''S KITCHEN',Sesame/Til Whole,WEST,31.00478469 - 42.9
516,2727,GH SOYABEAN 500g,GOLDEN HARVEST,Other Whole Pulses,EAST,33.35877106 - 75.0
517,2728,GH SOYABEAN 500g,GOLDEN HARVEST,Other Whole Pulses,NORTH,33.35877106 - 75.0
518,2729,GH SOYABEAN 500g,GOLDEN HARVEST,Other Whole Pulses,SOUTH,33.35877106 - 75.0
519,2730,GH SOYABEAN 500g,GOLDEN HARVEST,Other Whole Pulses,WEST,33.35877106 - 75.0
520,650,DESI ATTA MULTIGRAIN BHATURA MIX PP 500g,DESI ATTA,North Indian Mixes,EAST,45.80487805 - 83.0
521,651,DESI ATTA MULTIGRAIN BHATURA MIX PP 500g,DESI ATTA,North Indian Mixes,NORTH,45.80487805 - 83.0
522,652,DESI ATTA MULTIGRAIN BHATURA MIX PP 500g,DESI ATTA,North Indian Mixes,SOUTH,45.80487805 - 83.0
523,653,DESI ATTA MULTIGRAIN BHATURA MIX PP 500g,DESI ATTA,North Indian Mixes,WEST,45.80487805 - 83.0
524,4027,KARMIQ OLIVE OIL EXTRA LIGHT BT 5L,KARMIQ,Olive & Exotic Oil,EAST,1588.808511 - 4765.472527
525,4028,KARMIQ OLIVE OIL EXTRA LIGHT BT 5L,KARMIQ,Olive & Exotic Oil,NORTH,1588.808511 - 4765.472527
526,4029,KARMIQ OLIVE OIL EXTRA LIGHT BT 5L,KARMIQ,Olive & Exotic Oil,SOUTH,1588.808511 - 4765.472527
527,4030,KARMIQ OLIVE OIL EXTRA LIGHT BT 5L,KARMIQ,Olive & Exotic Oil,WEST,1588.808511 - 4765.472527
528,1320,GH CHAWLI RED 500g,GOLDEN HARVEST,Chawli Whole,EAST,40.24400148 - 62.75522388
529,1321,GH CHAWLI RED 500g,GOLDEN HARVEST,Chawli Whole,NORTH,40.24400148 - 62.75522388
530,1322,GH CHAWLI RED 500g,GOLDEN HARVEST,Chawli Whole,SOUTH,40.24400148 - 62.75522388
531,1323,GH CHAWLI RED 500g,GOLDEN HARVEST,Chawli Whole,WEST,40.24400148 - 62.75522388
532,948,EKTAA TAL MAKHANA PP 200g,EKTAA,Makhana Whole,EAST,174.7275849 - 398.0
533,949,EKTAA TAL MAKHANA PP 200g,EKTAA,Makhana Whole,NORTH,174.7275849 - 398.0
534,950,EKTAA TAL MAKHANA PP 200g,EKTAA,Makhana Whole,SOUTH,174.7275849 - 398.0
535,951,EKTAA TAL MAKHANA PP 200g,EKTAA,Makhana Whole,WEST,174.7275849 - 398.0
536,1491,GH FORTIFIED CHAKKI FRESH ATTA 10Kg,GOLDEN HARVEST,Wheat Flour,EAST,199.5209479 - 331.871278
537,1492,GH FORTIFIED CHAKKI FRESH ATTA 10Kg,GOLDEN HARVEST,Wheat Flour,NORTH,199.5209479 - 331.871278
538,1493,GH FORTIFIED CHAKKI FRESH ATTA 10Kg,GOLDEN HARVEST,Wheat Flour,SOUTH,199.5209479 - 331.871278
539,1494,GH FORTIFIED CHAKKI FRESH ATTA 10Kg,GOLDEN HARVEST,Wheat Flour,WEST,199.5209479 - 331.871278
540,828,EKTAA GROUNDNUT PP 500g,EKTAA,Groundnut,EAST,64.9021215 - 91.33075985
541,829,EKTAA GROUNDNUT PP 500g,EKTAA,Groundnut,NORTH,64.9021215 - 91.33075985
542,830,EKTAA GROUNDNUT PP 500g,EKTAA,Groundnut,SOUTH,64.9021215 - 91.33075985
543,831,EKTAA GROUNDNUT PP 500g,EKTAA,Groundnut,WEST,64.9021215 - 91.33075985
544,1878,GH POHA THIN 500g,GOLDEN HARVEST,Poha/Avalakki/Chirwa,EAST,25.25724382 - 39.62446842
545,1879,GH POHA THIN 500g,GOLDEN HARVEST,Poha/Avalakki/Chirwa,NORTH,25.25724382 - 39.62446842
546,1880,GH POHA THIN 500g,GOLDEN HARVEST,Poha/Avalakki/Chirwa,SOUTH,25.25724382 - 39.62446842
547,1881,GH POHA THIN 500g,GOLDEN HARVEST,Poha/Avalakki/Chirwa,WEST,25.25724382 - 39.62446842
548,553,DESI ATTA CO RICE ATTA PP 500g,DESI ATTA,Rice Based Flour,EAST,26.39075993 - 33.25858209
549,554,DESI ATTA CO RICE ATTA PP 500g,DESI ATTA,Rice Based Flour,NORTH,26.39075993 - 33.25858209
550,555,DESI ATTA CO RICE ATTA PP 500g,DESI ATTA,Rice Based Flour,SOUTH,26.39075993 - 33.25858209
551,556,DESI ATTA CO RICE ATTA PP 500g,DESI ATTA,Rice Based Flour,WEST,26.39075993 - 33.25858209
552,4443,MOTHER EARTH CHANA DAL 500g,MOTHER EARTH,Chana Dal,EAST,85.0 - 101.1904762
553,4444,MOTHER EARTH CHANA DAL 500g,MOTHER EARTH,Chana Dal,NORTH,85.0 - 101.1904762
554,4445,MOTHER EARTH CHANA DAL 500g,MOTHER EARTH,Chana Dal,SOUTH,85.0 - 101.1904762
555,4446,MOTHER EARTH CHANA DAL 500g,MOTHER EARTH,Chana Dal,WEST,85.0 - 101.1904762
556,4082,KARMIQ RICEBRAN OIL PP 1L,KARMIQ,Ricebran Oil,EAST,55.0 - 111.3763214
557,4083,KARMIQ RICEBRAN OIL PP 1L,KARMIQ,Ricebran Oil,NORTH,55.0 - 111.3763214
558,4084,KARMIQ RICEBRAN OIL PP 1L,KARMIQ,Ricebran Oil,SOUTH,55.0 - 111.3763214
559,4085,KARMIQ RICEBRAN OIL PP 1L,KARMIQ,Ricebran Oil,WEST,55.0 - 111.3763214
560,498,DESI ATTA CO BEETROOT WHEAT ATTA PP 500g,DESI ATTA,Health & Other Flour,EAST,74.09661836 - 80.14842301
561,499,DESI ATTA CO BEETROOT WHEAT ATTA PP 500g,DESI ATTA,Health & Other Flour,NORTH,74.09661836 - 80.14842301
562,500,DESI ATTA CO BEETROOT WHEAT ATTA PP 500g,DESI ATTA,Health & Other Flour,SOUTH,74.09661836 - 80.14842301
563,501,DESI ATTA CO BEETROOT WHEAT ATTA PP 500g,DESI ATTA,Health & Other Flour,WEST,74.09661836 - 80.14842301
564,1897,GH PONNY BOILED RICE PP 1kg,GOLDEN HARVEST,Single Boiled Rice,EAST,57.46385542 - 103.4468085
565,1898,GH PONNY BOILED RICE PP 1kg,GOLDEN HARVEST,Single Boiled Rice,NORTH,57.46385542 - 103.4468085
566,1899,GH PONNY BOILED RICE PP 1kg,GOLDEN HARVEST,Single Boiled Rice,SOUTH,57.46385542 - 103.4468085
567,1900,GH PONNY BOILED RICE PP 1kg,GOLDEN HARVEST,Single Boiled Rice,WEST,57.46385542 - 103.4468085
568,6152,URAD DAL PREM LOOSE,COP LOOSE,Urad Dal,EAST,64.88058942 - 108.0
569,6153,URAD DAL PREM LOOSE,COP LOOSE,Urad Dal,NORTH,64.88058942 - 108.0
570,6154,URAD DAL PREM LOOSE,COP LOOSE,Urad Dal,SOUTH,64.88058942 - 108.0
571,6155,URAD DAL PREM LOOSE,COP LOOSE,Urad Dal,WEST,64.88058942 - 108.0
572,469,DESI ATTA CHANA SATTU PP 500g,DESI ATTA,Health & Other Flour,EAST,74.68058252 - 99.77368421
573,470,DESI ATTA CHANA SATTU PP 500g,DESI ATTA,Health & Other Flour,NORTH,74.68058252 - 99.77368421
574,471,DESI ATTA CHANA SATTU PP 500g,DESI ATTA,Health & Other Flour,SOUTH,74.68058252 - 99.77368421
575,472,DESI ATTA CHANA SATTU PP 500g,DESI ATTA,Health & Other Flour,WEST,74.68058252 - 99.77368421
576,3221,GH WHO SPICE SAUNF SMALL 200g,GOLDEN HARVEST,Fennel/Saunf Whole,EAST,51.62254902 - 93.0
577,3222,GH WHO SPICE SAUNF SMALL 200g,GOLDEN HARVEST,Fennel/Saunf Whole,NORTH,51.62254902 - 93.0
578,3223,GH WHO SPICE SAUNF SMALL 200g,GOLDEN HARVEST,Fennel/Saunf Whole,SOUTH,51.62254902 - 93.0
579,3224,GH WHO SPICE SAUNF SMALL 200g,GOLDEN HARVEST,Fennel/Saunf Whole,WEST,51.62254902 - 93.0
580,4427,MOTHER EARTH BLACK PEPPER 100g,MOTHER EARTH,Pepper/Kali Mirch Wh,EAST,158.6666667 - 211.26
581,4428,MOTHER EARTH BLACK PEPPER 100g,MOTHER EARTH,Pepper/Kali Mirch Wh,NORTH,158.6666667 - 211.26
582,4429,MOTHER EARTH BLACK PEPPER 100g,MOTHER EARTH,Pepper/Kali Mirch Wh,SOUTH,158.6666667 - 211.26
583,4430,MOTHER EARTH BLACK PEPPER 100g,MOTHER EARTH,Pepper/Kali Mirch Wh,WEST,158.6666667 - 211.26
584,2086,GH PRIME CHANA MAUSAMI PP 1Kg,GOLDEN HARVEST PRIME,Red Chana Whole,EAST,103.5222222 - 183.0
585,2087,GH PRIME CHANA MAUSAMI PP 1Kg,GOLDEN HARVEST PRIME,Red Chana Whole,NORTH,103.5222222 - 183.0
586,2088,GH PRIME CHANA MAUSAMI PP 1Kg,GOLDEN HARVEST PRIME,Red Chana Whole,SOUTH,103.5222222 - 183.0
587,2089,GH PRIME CHANA MAUSAMI PP 1Kg,GOLDEN HARVEST PRIME,Red Chana Whole,WEST,103.5222222 - 183.0
588,965,EKTAA WHEAT DALIYA BIG PP 500g,EKTAA,Daliya,EAST,29.81777778 - 39.74478689
589,966,EKTAA WHEAT DALIYA BIG PP 500g,EKTAA,Daliya,NORTH,29.81777778 - 39.74478689
590,967,EKTAA WHEAT DALIYA BIG PP 500g,EKTAA,Daliya,SOUTH,29.81777778 - 39.74478689
591,968,EKTAA WHEAT DALIYA BIG PP 500g,EKTAA,Daliya,WEST,29.81777778 - 39.74478689
592,3048,GH WHO SPICE GREEN CARDAMOM 50g,GOLDEN HARVEST,Cardamom/Elaichi Who,EAST,93.54205056 - 293.9607143
593,3049,GH WHO SPICE GREEN CARDAMOM 50g,GOLDEN HARVEST,Cardamom/Elaichi Who,NORTH,93.54205056 - 293.9607143
594,3050,GH WHO SPICE GREEN CARDAMOM 50g,GOLDEN HARVEST,Cardamom/Elaichi Who,SOUTH,93.54205056 - 293.9607143
