,Unnamed: 0,NAME,Brand,MC,ZONE,Price_Range
595,3051,GH WHO SPICE GREEN CARDAMOM 50g,GOLDEN HARVEST,Cardamom/Elaichi Who,WEST,93.54205056 - 293.9607143
596,3903,KARMIQ DRIED BLUEBERRIES 100g,KARMIQ,Other Dried Fruits,EAST,199.0 - 334.1692913
597,3904,KARMIQ DRIED BLUEBERRIES 100g,KARMIQ,Other Dried Fruits,NORTH,199.0 - 334.1692913
598,3905,KARMIQ DRIED BLUEBERRIES 100g,KARMIQ,Other Dried Fruits,SOUTH,199.0 - 334.1692913
599,3906,KARMIQ DRIED BLUEBERRIES 100g,KARMIQ,Other Dried Fruits,WEST,199.0 - 334.1692913
600,642,DESI ATTA MOONG PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,EAST,36.04444444 - 60.98484848
601,643,DESI ATTA MOONG PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,NORTH,36.04444444 - 60.98484848
602,644,DESI ATTA MOONG PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,SOUTH,36.04444444 - 60.98484848
603,645,DESI ATTA MOONG PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,WEST,36.04444444 - 60.98484848
604,5731,SANGIS KITCHEN NUTMG POWDER BT 40g,'SANGI''S KITCHEN',Herbs & Seasoning,EAST,106.6301099 - 150.4098837
605,5732,SANGIS KITCHEN NUTMG POWDER BT 40g,'SANGI''S KITCHEN',Herbs & Seasoning,NORTH,106.6301099 - 150.4098837
606,5733,SANGIS KITCHEN NUTMG POWDER BT 40g,'SANGI''S KITCHEN',Herbs & Seasoning,SOUTH,106.6301099 - 150.4098837
607,5734,SANGIS KITCHEN NUTMG POWDER BT 40g,'SANGI''S KITCHEN',Herbs & Seasoning,WEST,106.6301099 - 150.4098837
608,3232,GH WHO SPICE SHAHI JEERA 50g,GOLDEN HARVEST,Cumin/Jeera Whole,EAST,44.24040576 - 63.0
609,3233,GH WHO SPICE SHAHI JEERA 50g,GOLDEN HARVEST,Cumin/Jeera Whole,NORTH,44.24040576 - 63.0
610,3234,GH WHO SPICE SHAHI JEERA 50g,GOLDEN HARVEST,Cumin/Jeera Whole,SOUTH,44.24040576 - 63.0
611,3235,GH WHO SPICE SHAHI JEERA 50g,GOLDEN HARVEST,Cumin/Jeera Whole,WEST,44.24040576 - 63.0
612,1251,GH CHANA DAL PREM 500g,GOLDEN HARVEST,Chana Dal,EAST,33.0 - 54.62216749
613,1252,GH CHANA DAL PREM 500g,GOLDEN HARVEST,Chana Dal,NORTH,33.0 - 54.62216749
614,1253,GH CHANA DAL PREM 500g,GOLDEN HARVEST,Chana Dal,SOUTH,33.0 - 54.62216749
615,1254,GH CHANA DAL PREM 500g,GOLDEN HARVEST,Chana Dal,WEST,33.0 - 54.62216749
616,3274,GH WHOSPICEBLACKCARDAMM 50g,GOLDEN HARVEST,Cardamom/Elaichi Who,EAST,80.53956506 - 114.132766
617,3275,GH WHOSPICEBLACKCARDAMM 50g,GOLDEN HARVEST,Cardamom/Elaichi Who,NORTH,80.53956506 - 114.132766
618,3276,GH WHOSPICEBLACKCARDAMM 50g,GOLDEN HARVEST,Cardamom/Elaichi Who,SOUTH,80.53956506 - 114.132766
619,3277,GH WHOSPICEBLACKCARDAMM 50g,GOLDEN HARVEST,Cardamom/Elaichi Who,WEST,80.53956506 - 114.132766
620,3168,GH WHO SPICE MUSTARD SMALL 200g,GOLDEN HARVEST,Mustard/Rai Whole,EAST,22.22603369 - 36.0
621,3169,GH WHO SPICE MUSTARD SMALL 200g,GOLDEN HARVEST,Mustard/Rai Whole,NORTH,22.22603369 - 36.0
622,3170,GH WHO SPICE MUSTARD SMALL 200g,GOLDEN HARVEST,Mustard/Rai Whole,SOUTH,22.22603369 - 36.0
623,3171,GH WHO SPICE MUSTARD SMALL 200g,GOLDEN HARVEST,Mustard/Rai Whole,WEST,22.22603369 - 36.0
624,2026,GH POWDER SPICE TEEKHI MIRCH PP 200g,GOLDEN HARVEST,Chilli/Mirch Powder,EAST,46.62539185 - 75.56140351
625,2027,GH POWDER SPICE TEEKHI MIRCH PP 200g,GOLDEN HARVEST,Chilli/Mirch Powder,NORTH,46.62539185 - 75.56140351
626,2028,GH POWDER SPICE TEEKHI MIRCH PP 200g,GOLDEN HARVEST,Chilli/Mirch Powder,SOUTH,46.62539185 - 75.56140351
627,2029,GH POWDER SPICE TEEKHI MIRCH PP 200g,GOLDEN HARVEST,Chilli/Mirch Powder,WEST,46.62539185 - 75.56140351
628,4470,MOTHER EARTH FENNEL SEEDS 100g,MOTHER EARTH,Fennel/Saunf Whole,EAST,52.81361502 - 62.48275862
629,4471,MOTHER EARTH FENNEL SEEDS 100g,MOTHER EARTH,Fennel/Saunf Whole,NORTH,52.81361502 - 62.48275862
630,4472,MOTHER EARTH FENNEL SEEDS 100g,MOTHER EARTH,Fennel/Saunf Whole,SOUTH,52.81361502 - 62.48275862
631,4473,MOTHER EARTH FENNEL SEEDS 100g,MOTHER EARTH,Fennel/Saunf Whole,WEST,52.81361502 - 62.48275862
632,5803,SANGIS KITCHEN SAUNF BARIK WHOLE PP 50g,'SANGI''S KITCHEN',Fennel/Saunf Whole,EAST,27.96391129 - 45.01730769
633,5804,SANGIS KITCHEN SAUNF BARIK WHOLE PP 50g,'SANGI''S KITCHEN',Fennel/Saunf Whole,NORTH,27.96391129 - 45.01730769
634,5805,SANGIS KITCHEN SAUNF BARIK WHOLE PP 50g,'SANGI''S KITCHEN',Fennel/Saunf Whole,SOUTH,27.96391129 - 45.01730769
635,5806,SANGIS KITCHEN SAUNF BARIK WHOLE PP 50g,'SANGI''S KITCHEN',Fennel/Saunf Whole,WEST,27.96391129 - 45.01730769
636,2752,GH SUGAR 5Kg,GOLDEN HARVEST,Basic Sugar,EAST,182.5523593 - 253.4103586
637,2753,GH SUGAR 5Kg,GOLDEN HARVEST,Basic Sugar,NORTH,182.5523593 - 253.4103586
638,2754,GH SUGAR 5Kg,GOLDEN HARVEST,Basic Sugar,SOUTH,182.5523593 - 253.4103586
639,2755,GH SUGAR 5Kg,GOLDEN HARVEST,Basic Sugar,WEST,182.5523593 - 253.4103586
640,3248,GH WHO SPICE TEJ PATTA 50g,GOLDEN HARVEST,Bay Leaf/Tej Patta W,EAST,18.81714286 - 25.17472335
641,3249,GH WHO SPICE TEJ PATTA 50g,GOLDEN HARVEST,Bay Leaf/Tej Patta W,NORTH,18.81714286 - 25.17472335
642,3250,GH WHO SPICE TEJ PATTA 50g,GOLDEN HARVEST,Bay Leaf/Tej Patta W,SOUTH,18.81714286 - 25.17472335
643,3251,GH WHO SPICE TEJ PATTA 50g,GOLDEN HARVEST,Bay Leaf/Tej Patta W,WEST,18.81714286 - 25.17472335
644,1964,GH POW SPICE RED CHILLI PP 100g,GOLDEN HARVEST,Chilli/Mirch Powder,EAST,15.9975163 - 38.39090208
645,1965,GH POW SPICE RED CHILLI PP 100g,GOLDEN HARVEST,Chilli/Mirch Powder,NORTH,15.9975163 - 38.39090208
646,1966,GH POW SPICE RED CHILLI PP 100g,GOLDEN HARVEST,Chilli/Mirch Powder,SOUTH,15.9975163 - 38.39090208
647,1967,GH POW SPICE RED CHILLI PP 100g,GOLDEN HARVEST,Chilli/Mirch Powder,WEST,15.9975163 - 38.39090208
648,506,DESI ATTA CO BESAN LADOO MIX 500g,DESI ATTA,North Indian Mixes,EAST,66.825 - 136.3051643
649,507,DESI ATTA CO BESAN LADOO MIX 500g,DESI ATTA,North Indian Mixes,NORTH,66.825 - 136.3051643
650,508,DESI ATTA CO BESAN LADOO MIX 500g,DESI ATTA,North Indian Mixes,SOUTH,66.825 - 136.3051643
651,509,DESI ATTA CO BESAN LADOO MIX 500g,DESI ATTA,North Indian Mixes,WEST,66.825 - 136.3051643
652,1934,GH POW SPICE DRY GINGER 100g,GOLDEN HARVEST,Other Powdered Spice,EAST,34.60165975 - 90.0
653,1935,GH POW SPICE DRY GINGER 100g,GOLDEN HARVEST,Other Powdered Spice,NORTH,34.60165975 - 90.0
654,1936,GH POW SPICE DRY GINGER 100g,GOLDEN HARVEST,Other Powdered Spice,SOUTH,34.60165975 - 90.0
655,1937,GH POW SPICE DRY GINGER 100g,GOLDEN HARVEST,Other Powdered Spice,WEST,34.60165975 - 90.0
656,5408,RICE SURTI KOLAM PREMIUM LOOSE,COP LOOSE,Kolam Raw Rice,EAST,40.0 - 85.00167056
657,5409,RICE SURTI KOLAM PREMIUM LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,40.0 - 85.00167056
658,5410,RICE SURTI KOLAM PREMIUM LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,40.0 - 85.00167056
659,5411,RICE SURTI KOLAM PREMIUM LOOSE,COP LOOSE,Kolam Raw Rice,WEST,40.0 - 85.00167056
660,1231,GH CALIFORNIA WALNUT WHOLE PP 500g,GOLDEN HARVEST,Walnut,EAST,211.4748871 - 426.9991803
661,1232,GH CALIFORNIA WALNUT WHOLE PP 500g,GOLDEN HARVEST,Walnut,NORTH,211.4748871 - 426.9991803
662,1233,GH CALIFORNIA WALNUT WHOLE PP 500g,GOLDEN HARVEST,Walnut,SOUTH,211.4748871 - 426.9991803
663,1234,GH CALIFORNIA WALNUT WHOLE PP 500g,GOLDEN HARVEST,Walnut,WEST,211.4748871 - 426.9991803
664,4207,KOSH OATS BROKEN PP 500g,KOSH,Daliya,EAST,35.94736842 - 89.125
665,4208,KOSH OATS BROKEN PP 500g,KOSH,Daliya,NORTH,35.94736842 - 89.125
666,4209,KOSH OATS BROKEN PP 500g,KOSH,Daliya,SOUTH,35.94736842 - 89.125
667,4210,KOSH OATS BROKEN PP 500g,KOSH,Daliya,WEST,35.94736842 - 89.125
668,1086,GH AMBEMOHAR RICE PP 1kg,GOLDEN HARVEST,Fragrant Raw Rice,EAST,80.36236934 - 131.5733945
669,1087,GH AMBEMOHAR RICE PP 1kg,GOLDEN HARVEST,Fragrant Raw Rice,NORTH,80.36236934 - 131.5733945
670,1088,GH AMBEMOHAR RICE PP 1kg,GOLDEN HARVEST,Fragrant Raw Rice,SOUTH,80.36236934 - 131.5733945
671,1089,GH AMBEMOHAR RICE PP 1kg,GOLDEN HARVEST,Fragrant Raw Rice,WEST,80.36236934 - 131.5733945
672,4407,MOONG WHOLE PREM LOOSE,COP LOOSE,Moong Whole,NORTH,72.62939284 - 102.9957811
673,4408,MOONG WHOLE PREM LOOSE,COP LOOSE,Moong Whole,SOUTH,72.62939284 - 102.9957811
674,4409,MOONG WHOLE PREM LOOSE,COP LOOSE,Moong Whole,WEST,72.62939284 - 102.9957811
675,3961,KARMIQ MAMRA ALMONDS PP 500g,KARMIQ,Almond,EAST,626.3157895 - 2250.0
676,3962,KARMIQ MAMRA ALMONDS PP 500g,KARMIQ,Almond,NORTH,626.3157895 - 2250.0
677,3963,KARMIQ MAMRA ALMONDS PP 500g,KARMIQ,Almond,SOUTH,626.3157895 - 2250.0
678,3964,KARMIQ MAMRA ALMONDS PP 500g,KARMIQ,Almond,WEST,626.3157895 - 2250.0
679,678,DESI ATTA RAVA DOSA PP 500g,DESI ATTA,South Indian Mixes,EAST,62.2923588 - 85.22666667
680,679,DESI ATTA RAVA DOSA PP 500g,DESI ATTA,South Indian Mixes,NORTH,62.2923588 - 85.22666667
681,680,DESI ATTA RAVA DOSA PP 500g,DESI ATTA,South Indian Mixes,SOUTH,62.2923588 - 85.22666667
682,681,DESI ATTA RAVA DOSA PP 500g,DESI ATTA,South Indian Mixes,WEST,62.2923588 - 85.22666667
683,1227,GH CALIFORNIA WALNUT WHOLE PP 1kg,GOLDEN HARVEST,Walnut,EAST,407.2014242 - 858.2888617
684,1228,GH CALIFORNIA WALNUT WHOLE PP 1kg,GOLDEN HARVEST,Walnut,NORTH,407.2014242 - 858.2888617
685,1229,GH CALIFORNIA WALNUT WHOLE PP 1kg,GOLDEN HARVEST,Walnut,SOUTH,407.2014242 - 858.2888617
686,1230,GH CALIFORNIA WALNUT WHOLE PP 1kg,GOLDEN HARVEST,Walnut,WEST,407.2014242 - 858.2888617
687,1925,GH POW SPICE CORIANDER PP 500g,GOLDEN HARVEST,Coriander/Dhania Pow,EAST,91.13126261 - 149.9775468
688,1926,GH POW SPICE CORIANDER PP 500g,GOLDEN HARVEST,Coriander/Dhania Pow,NORTH,91.13126261 - 149.9775468
689,1927,GH POW SPICE CORIANDER PP 500g,GOLDEN HARVEST,Coriander/Dhania Pow,SOUTH,91.13126261 - 149.9775468
690,1928,GH POW SPICE CORIANDER PP 500g,GOLDEN HARVEST,Coriander/Dhania Pow,WEST,91.13126261 - 149.9775468
691,2078,GH PRIME CHANA DAL PP 500g,GOLDEN HARVEST PRIME,Chana Dal,EAST,14.4 - 68.0
692,2079,GH PRIME CHANA DAL PP 500g,GOLDEN HARVEST PRIME,Chana Dal,NORTH,14.4 - 68.0
693,2080,GH PRIME CHANA DAL PP 500g,GOLDEN HARVEST PRIME,Chana Dal,SOUTH,14.4 - 68.0
694,2081,GH PRIME CHANA DAL PP 500g,GOLDEN HARVEST PRIME,Chana Dal,WEST,14.4 - 68.0
695,2181,GH PRIME MOONG DAL CHILKA PP 500g,GOLDEN HARVEST PRIME,Moong Chilka,EAST,12.0 - 71.0
696,2182,GH PRIME MOONG DAL CHILKA PP 500g,GOLDEN HARVEST PRIME,Moong Chilka,NORTH,12.0 - 71.0
697,2183,GH PRIME MOONG DAL CHILKA PP 500g,GOLDEN HARVEST PRIME,Moong Chilka,SOUTH,12.0 - 71.0
698,2184,GH PRIME MOONG DAL CHILKA PP 500g,GOLDEN HARVEST PRIME,Moong Chilka,WEST,12.0 - 71.0
699,630,DESI ATTA MASUR DAL PP 200g,DESI ATTA,Health & Other Flour,EAST,28.76119403 - 42.18181818
700,631,DESI ATTA MASUR DAL PP 200g,DESI ATTA,Health & Other Flour,NORTH,28.76119403 - 42.18181818
701,632,DESI ATTA MASUR DAL PP 200g,DESI ATTA,Health & Other Flour,SOUTH,28.76119403 - 42.18181818
702,633,DESI ATTA MASUR DAL PP 200g,DESI ATTA,Health & Other Flour,WEST,28.76119403 - 42.18181818
703,569,DESI ATTA COARSE/MOTA BESAN PP 500g,DESI ATTA,Besan,EAST,49.64507042 - 71.51588154
704,570,DESI ATTA COARSE/MOTA BESAN PP 500g,DESI ATTA,Besan,NORTH,49.64507042 - 71.51588154
705,571,DESI ATTA COARSE/MOTA BESAN PP 500g,DESI ATTA,Besan,SOUTH,49.64507042 - 71.51588154
706,572,DESI ATTA COARSE/MOTA BESAN PP 500g,DESI ATTA,Besan,WEST,49.64507042 - 71.51588154
707,1711,GH MASOOR DAL BLACK WHOLE 1kg,GOLDEN HARVEST,Masoor Whole,EAST,66.10295359 - 120.0
708,1712,GH MASOOR DAL BLACK WHOLE 1kg,GOLDEN HARVEST,Masoor Whole,NORTH,66.10295359 - 120.0
709,1713,GH MASOOR DAL BLACK WHOLE 1kg,GOLDEN HARVEST,Masoor Whole,SOUTH,66.10295359 - 120.0
710,1714,GH MASOOR DAL BLACK WHOLE 1kg,GOLDEN HARVEST,Masoor Whole,WEST,66.10295359 - 120.0
711,1674,GH LAJAWAAB BASMATI RICE PP 5kg,GOLDEN HARVEST,Supreme Rice,EAST,456.7721519 - 707.5955882
712,1675,GH LAJAWAAB BASMATI RICE PP 5kg,GOLDEN HARVEST,Supreme Rice,NORTH,456.7721519 - 707.5955882
713,1676,GH LAJAWAAB BASMATI RICE PP 5kg,GOLDEN HARVEST,Supreme Rice,SOUTH,456.7721519 - 707.5955882
714,1677,GH LAJAWAAB BASMATI RICE PP 5kg,GOLDEN HARVEST,Supreme Rice,WEST,456.7721519 - 707.5955882
715,4192,KOSH FLOUR WHEAT OAT ATTA PP 1kg,KOSH,Multigrain Flour,EAST,36.60662824 - 62.0
716,4193,KOSH FLOUR WHEAT OAT ATTA PP 1kg,KOSH,Multigrain Flour,NORTH,36.60662824 - 62.0
717,4194,KOSH FLOUR WHEAT OAT ATTA PP 1kg,KOSH,Multigrain Flour,SOUTH,36.60662824 - 62.0
718,4195,KOSH FLOUR WHEAT OAT ATTA PP 1kg,KOSH,Multigrain Flour,WEST,36.60662824 - 62.0
719,2170,GH PRIME MASUR DAL PP 500g,GOLDEN HARVEST PRIME,Masoor Dal,EAST,15.6 - 53.53703704
720,2171,GH PRIME MASUR DAL PP 500g,GOLDEN HARVEST PRIME,Masoor Dal,NORTH,15.6 - 53.53703704
721,2172,GH PRIME MASUR DAL PP 500g,GOLDEN HARVEST PRIME,Masoor Dal,SOUTH,15.6 - 53.53703704
722,2173,GH PRIME MASUR DAL PP 500g,GOLDEN HARVEST PRIME,Masoor Dal,WEST,15.6 - 53.53703704
723,6115,TUR DAL STD LOOSE,COP LOOSE,Toor Dal,EAST,61.00264628 - 93.59457741
724,6116,TUR DAL STD LOOSE,COP LOOSE,Toor Dal,NORTH,61.00264628 - 93.59457741
725,6117,TUR DAL STD LOOSE,COP LOOSE,Toor Dal,SOUTH,61.00264628 - 93.59457741
726,6118,TUR DAL STD LOOSE,COP LOOSE,Toor Dal,WEST,61.00264628 - 93.59457741
727,1913,GH POW SPICE CHILLI KUTTI 100g,GOLDEN HARVEST,Chilli/Mirch Powder,EAST,27.26315789 - 50.88158416
728,1914,GH POW SPICE CHILLI KUTTI 100g,GOLDEN HARVEST,Chilli/Mirch Powder,NORTH,27.26315789 - 50.88158416
729,1915,GH POW SPICE CHILLI KUTTI 100g,GOLDEN HARVEST,Chilli/Mirch Powder,SOUTH,27.26315789 - 50.88158416
730,1916,GH POW SPICE CHILLI KUTTI 100g,GOLDEN HARVEST,Chilli/Mirch Powder,WEST,27.26315789 - 50.88158416
731,2030,GH POWDER SPICE TEEKHI MIRCH PP 500g,GOLDEN HARVEST,Chilli/Mirch Powder,EAST,87.14285714 - 180.2033426
732,2031,GH POWDER SPICE TEEKHI MIRCH PP 500g,GOLDEN HARVEST,Chilli/Mirch Powder,NORTH,87.14285714 - 180.2033426
733,2032,GH POWDER SPICE TEEKHI MIRCH PP 500g,GOLDEN HARVEST,Chilli/Mirch Powder,SOUTH,87.14285714 - 180.2033426
734,2033,GH POWDER SPICE TEEKHI MIRCH PP 500g,GOLDEN HARVEST,Chilli/Mirch Powder,WEST,87.14285714 - 180.2033426
735,3633,GOLDEN HARVEST KISMIS PREMIUM 200g,GOLDEN HARVEST,Raisin,EAST,76.88310502 - 142.9487179
736,3634,GOLDEN HARVEST KISMIS PREMIUM 200g,GOLDEN HARVEST,Raisin,NORTH,76.88310502 - 142.9487179
737,3635,GOLDEN HARVEST KISMIS PREMIUM 200g,GOLDEN HARVEST,Raisin,SOUTH,76.88310502 - 142.9487179
738,3636,GOLDEN HARVEST KISMIS PREMIUM 200g,GOLDEN HARVEST,Raisin,WEST,76.88310502 - 142.9487179
739,4153,KARMIQ WALNUT SHELLED PP 500g,KARMIQ,Walnut,EAST,589.0 - 1130.0
740,4154,KARMIQ WALNUT SHELLED PP 500g,KARMIQ,Walnut,NORTH,589.0 - 1130.0
741,4155,KARMIQ WALNUT SHELLED PP 500g,KARMIQ,Walnut,SOUTH,589.0 - 1130.0
742,4156,KARMIQ WALNUT SHELLED PP 500g,KARMIQ,Walnut,WEST,589.0 - 1130.0
743,5583,SANGIS KITCHEN CRDAMOM POWDER BT 37g,'SANGI''S KITCHEN',Herbs & Seasoning,EAST,116.7022472 - 159.8835616
744,5584,SANGIS KITCHEN CRDAMOM POWDER BT 37g,'SANGI''S KITCHEN',Herbs & Seasoning,NORTH,116.7022472 - 159.8835616
745,5585,SANGIS KITCHEN CRDAMOM POWDER BT 37g,'SANGI''S KITCHEN',Herbs & Seasoning,SOUTH,116.7022472 - 159.8835616
746,5586,SANGIS KITCHEN CRDAMOM POWDER BT 37g,'SANGI''S KITCHEN',Herbs & Seasoning,WEST,116.7022472 - 159.8835616
747,4149,KARMIQ WALNUT SHELLED PP 200g,KARMIQ,Walnut,EAST,257.2178218 - 459.7016706
748,4150,KARMIQ WALNUT SHELLED PP 200g,KARMIQ,Walnut,NORTH,257.2178218 - 459.7016706
749,4151,KARMIQ WALNUT SHELLED PP 200g,KARMIQ,Walnut,SOUTH,257.2178218 - 459.7016706
750,4152,KARMIQ WALNUT SHELLED PP 200g,KARMIQ,Walnut,WEST,257.2178218 - 459.7016706
751,4580,MOTHER EARTH URAD DAL 500g,MOTHER EARTH,Urad Dal,EAST,108.7234043 - 140.4210526
752,4581,MOTHER EARTH URAD DAL 500g,MOTHER EARTH,Urad Dal,NORTH,108.7234043 - 140.4210526
753,4582,MOTHER EARTH URAD DAL 500g,MOTHER EARTH,Urad Dal,SOUTH,108.7234043 - 140.4210526
754,4583,MOTHER EARTH URAD DAL 500g,MOTHER EARTH,Urad Dal,WEST,108.7234043 - 140.4210526
755,1305,GH CHANA RED SMALL 500g,GOLDEN HARVEST,Red Chana Whole,EAST,32.96283784 - 70.61777778
756,1306,GH CHANA RED SMALL 500g,GOLDEN HARVEST,Red Chana Whole,NORTH,32.96283784 - 70.61777778
757,1307,GH CHANA RED SMALL 500g,GOLDEN HARVEST,Red Chana Whole,SOUTH,32.96283784 - 70.61777778
758,1308,GH CHANA RED SMALL 500g,GOLDEN HARVEST,Red Chana Whole,WEST,32.96283784 - 70.61777778
759,3044,GH WHO SPICE GREEN CARDAMM 25g,GOLDEN HARVEST,Cardamom/Elaichi Who,EAST,49.78304239 - 183.6852679
760,3045,GH WHO SPICE GREEN CARDAMM 25g,GOLDEN HARVEST,Cardamom/Elaichi Who,NORTH,49.78304239 - 183.6852679
761,3046,GH WHO SPICE GREEN CARDAMM 25g,GOLDEN HARVEST,Cardamom/Elaichi Who,SOUTH,49.78304239 - 183.6852679
762,3047,GH WHO SPICE GREEN CARDAMM 25g,GOLDEN HARVEST,Cardamom/Elaichi Who,WEST,49.78304239 - 183.6852679
763,2370,GH PRIME WHO SPICE YELLOW SARSON 200g,GOLDEN HARVEST PRIME,Mustard/Rai Whole,EAST,21.83461538 - 46.0
764,2371,GH PRIME WHO SPICE YELLOW SARSON 200g,GOLDEN HARVEST PRIME,Mustard/Rai Whole,NORTH,21.83461538 - 46.0
765,2372,GH PRIME WHO SPICE YELLOW SARSON 200g,GOLDEN HARVEST PRIME,Mustard/Rai Whole,SOUTH,21.83461538 - 46.0
766,2373,GH PRIME WHO SPICE YELLOW SARSON 200g,GOLDEN HARVEST PRIME,Mustard/Rai Whole,WEST,21.83461538 - 46.0
767,1499,GH FRUIT N NUT AKHROT GIRI REGULAR 200g,GOLDEN HARVEST,Walnut,EAST,185.9373395 - 279.8436155
768,1500,GH FRUIT N NUT AKHROT GIRI REGULAR 200g,GOLDEN HARVEST,Walnut,NORTH,185.9373395 - 279.8436155
769,1501,GH FRUIT N NUT AKHROT GIRI REGULAR 200g,GOLDEN HARVEST,Walnut,SOUTH,185.9373395 - 279.8436155
770,1502,GH FRUIT N NUT AKHROT GIRI REGULAR 200g,GOLDEN HARVEST,Walnut,WEST,185.9373395 - 279.8436155
771,461,DESI ATTA BHAGAR/SHAMAK/VARAI PP 200g,DESI ATTA,Upwas Flour,EAST,30.0 - 45.50704225
772,462,DESI ATTA BHAGAR/SHAMAK/VARAI PP 200g,DESI ATTA,Upwas Flour,NORTH,30.0 - 45.50704225
773,463,DESI ATTA BHAGAR/SHAMAK/VARAI PP 200g,DESI ATTA,Upwas Flour,SOUTH,30.0 - 45.50704225
774,464,DESI ATTA BHAGAR/SHAMAK/VARAI PP 200g,DESI ATTA,Upwas Flour,WEST,30.0 - 45.50704225
775,6019,SUGAR MEDIUM LOOSE,COP LOOSE,Basic Sugar,EAST,31.0 - 43.27166061
776,6020,SUGAR MEDIUM LOOSE,COP LOOSE,Basic Sugar,NORTH,31.0 - 43.27166061
777,6021,SUGAR MEDIUM LOOSE,COP LOOSE,Basic Sugar,SOUTH,31.0 - 43.27166061
778,6022,SUGAR MEDIUM LOOSE,COP LOOSE,Basic Sugar,WEST,31.0 - 43.27166061
779,5930,SANGIS KTCNKASHMIRICHILLI PWDR PP 200g,'SANGI''S KITCHEN',Chilli/Mirch Powder,EAST,77.92129032 - 100.2
780,5931,SANGIS KTCNKASHMIRICHILLI PWDR PP 200g,'SANGI''S KITCHEN',Chilli/Mirch Powder,NORTH,77.92129032 - 100.2
781,5932,SANGIS KTCNKASHMIRICHILLI PWDR PP 200g,'SANGI''S KITCHEN',Chilli/Mirch Powder,SOUTH,77.92129032 - 100.2
782,5933,SANGIS KTCNKASHMIRICHILLI PWDR PP 200g,'SANGI''S KITCHEN',Chilli/Mirch Powder,WEST,77.92129032 - 100.2
783,1771,GH MOONG DAL PREM 500g,GOLDEN HARVEST,Moong Dal,EAST,17.44303797 - 61.66390041
784,1772,GH MOONG DAL PREM 500g,GOLDEN HARVEST,Moong Dal,NORTH,17.44303797 - 61.66390041
785,1773,GH MOONG DAL PREM 500g,GOLDEN HARVEST,Moong Dal,SOUTH,17.44303797 - 61.66390041
786,1774,GH MOONG DAL PREM 500g,GOLDEN HARVEST,Moong Dal,WEST,17.44303797 - 61.66390041
787,1329,GH CHAWLI WHITE LOBHIA 500g,GOLDEN HARVEST,Chawli Whole,EAST,36.45681818 - 56.36604775
788,1330,GH CHAWLI WHITE LOBHIA 500g,GOLDEN HARVEST,Chawli Whole,NORTH,36.45681818 - 56.36604775
789,1331,GH CHAWLI WHITE LOBHIA 500g,GOLDEN HARVEST,Chawli Whole,SOUTH,36.45681818 - 56.36604775
790,1332,GH CHAWLI WHITE LOBHIA 500g,GOLDEN HARVEST,Chawli Whole,WEST,36.45681818 - 56.36604775
791,2197,GH PRIME MOONG WHOLE GREEN PP 500g,GOLDEN HARVEST PRIME,Moong Whole,EAST,28.16 - 66.1969697
792,2198,GH PRIME MOONG WHOLE GREEN PP 500g,GOLDEN HARVEST PRIME,Moong Whole,NORTH,28.16 - 66.1969697
793,2199,GH PRIME MOONG WHOLE GREEN PP 500g,GOLDEN HARVEST PRIME,Moong Whole,SOUTH,28.16 - 66.1969697
