,Unnamed: 0,NAME,Brand,MC,ZONE,Price_Range
794,2200,GH PRIME MOONG WHOLE GREEN PP 500g,GOLDEN HARVEST PRIME,Moong Whole,WEST,28.16 - 66.1969697
795,1939,GH POW SPICE DRY MANGO 100g,GOLDEN HARVEST,Dry Mango/Amchur Pow,EAST,47.76878049 - 90.27672697
796,1940,GH POW SPICE DRY MANGO 100g,GOLDEN HARVEST,Dry Mango/Amchur Pow,NORTH,47.76878049 - 90.27672697
797,1941,GH POW SPICE DRY MANGO 100g,GOLDEN HARVEST,Dry Mango/Amchur Pow,SOUTH,47.76878049 - 90.27672697
798,1942,GH POW SPICE DRY MANGO 100g,GOLDEN HARVEST,Dry Mango/Amchur Pow,WEST,47.76878049 - 90.27672697
799,3831,KARMIQ ALMOND PREMIUM PP 200g,KARMIQ,Almond,EAST,160.7443299 - 249.9533394
800,3832,KARMIQ ALMOND PREMIUM PP 200g,KARMIQ,Almond,NORTH,160.7443299 - 249.9533394
801,3833,KARMIQ ALMOND PREMIUM PP 200g,KARMIQ,Almond,SOUTH,160.7443299 - 249.9533394
802,3834,KARMIQ ALMOND PREMIUM PP 200g,KARMIQ,Almond,WEST,160.7443299 - 249.9533394
803,682,DESI ATTA RED CHANA ATTA PP 500g,DESI ATTA,Besan,EAST,60.64642082 - 79.02025641
804,683,DESI ATTA RED CHANA ATTA PP 500g,DESI ATTA,Besan,NORTH,60.64642082 - 79.02025641
805,684,DESI ATTA RED CHANA ATTA PP 500g,DESI ATTA,Besan,SOUTH,60.64642082 - 79.02025641
806,685,DESI ATTA RED CHANA ATTA PP 500g,DESI ATTA,Besan,WEST,60.64642082 - 79.02025641
807,694,DESI ATTA RICE IDLI MIX PP 500g,DESI ATTA,South Indian Mixes,EAST,70.18181818 - 85.60714286
808,695,DESI ATTA RICE IDLI MIX PP 500g,DESI ATTA,South Indian Mixes,NORTH,70.18181818 - 85.60714286
809,696,DESI ATTA RICE IDLI MIX PP 500g,DESI ATTA,South Indian Mixes,SOUTH,70.18181818 - 85.60714286
810,697,DESI ATTA RICE IDLI MIX PP 500g,DESI ATTA,South Indian Mixes,WEST,70.18181818 - 85.60714286
811,674,DESI ATTA RAVA DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,EAST,41.72342193 - 48.66990291
812,675,DESI ATTA RAVA DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,NORTH,41.72342193 - 48.66990291
813,676,DESI ATTA RAVA DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,SOUTH,41.72342193 - 48.66990291
814,677,DESI ATTA RAVA DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,WEST,41.72342193 - 48.66990291
815,2811,GH TRADITIONAL BASMATI RICE PP 1kg,GOLDEN HARVEST,Supreme Rice,EAST,92.16176471 - 148.4310345
816,2812,GH TRADITIONAL BASMATI RICE PP 1kg,GOLDEN HARVEST,Supreme Rice,NORTH,92.16176471 - 148.4310345
817,2813,GH TRADITIONAL BASMATI RICE PP 1kg,GOLDEN HARVEST,Supreme Rice,SOUTH,92.16176471 - 148.4310345
818,2814,GH TRADITIONAL BASMATI RICE PP 1kg,GOLDEN HARVEST,Supreme Rice,WEST,92.16176471 - 148.4310345
819,4087,KARMIQ ROASTED & SALTED ALMONDS PP 200g,KARMIQ,Flavoured Almond,EAST,193.2627427 - 381.5447154
820,4088,KARMIQ ROASTED & SALTED ALMONDS PP 200g,KARMIQ,Flavoured Almond,NORTH,193.2627427 - 381.5447154
821,4089,KARMIQ ROASTED & SALTED ALMONDS PP 200g,KARMIQ,Flavoured Almond,SOUTH,193.2627427 - 381.5447154
822,4090,KARMIQ ROASTED & SALTED ALMONDS PP 200g,KARMIQ,Flavoured Almond,WEST,193.2627427 - 381.5447154
823,4043,KARMIQ OLIVE OIL POMACE BT 1L,KARMIQ,Olive & Exotic Oil,EAST,364.0327869 - 900.3973684
824,4044,KARMIQ OLIVE OIL POMACE BT 1L,KARMIQ,Olive & Exotic Oil,NORTH,364.0327869 - 900.3973684
825,4045,KARMIQ OLIVE OIL POMACE BT 1L,KARMIQ,Olive & Exotic Oil,SOUTH,364.0327869 - 900.3973684
826,4046,KARMIQ OLIVE OIL POMACE BT 1L,KARMIQ,Olive & Exotic Oil,WEST,364.0327869 - 900.3973684
827,1917,GH POW SPICE CORIANDER PP 100g,GOLDEN HARVEST,Coriander/Dhania Pow,EAST,18.02677686 - 33.98734905
828,1918,GH POW SPICE CORIANDER PP 100g,GOLDEN HARVEST,Coriander/Dhania Pow,NORTH,18.02677686 - 33.98734905
829,1919,GH POW SPICE CORIANDER PP 100g,GOLDEN HARVEST,Coriander/Dhania Pow,SOUTH,18.02677686 - 33.98734905
830,1920,GH POW SPICE CORIANDER PP 100g,GOLDEN HARVEST,Coriander/Dhania Pow,WEST,18.02677686 - 33.98734905
831,561,DESI ATTA CO THEPLA MIX PP 500g,DESI ATTA,North Indian Mixes,EAST,61.18461538 - 80.1220339
832,562,DESI ATTA CO THEPLA MIX PP 500g,DESI ATTA,North Indian Mixes,NORTH,61.18461538 - 80.1220339
833,563,DESI ATTA CO THEPLA MIX PP 500g,DESI ATTA,North Indian Mixes,SOUTH,61.18461538 - 80.1220339
834,564,DESI ATTA CO THEPLA MIX PP 500g,DESI ATTA,North Indian Mixes,WEST,61.18461538 - 80.1220339
835,5229,RICE IDLI LOOSE,COP LOOSE,Single Boiled Rice,EAST,38.4702346 - 70.10959351
836,5230,RICE IDLI LOOSE,COP LOOSE,Single Boiled Rice,NORTH,38.4702346 - 70.10959351
837,5231,RICE IDLI LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,38.4702346 - 70.10959351
838,5232,RICE IDLI LOOSE,COP LOOSE,Single Boiled Rice,WEST,38.4702346 - 70.10959351
839,5971,SHUBHRA RICESONA MASURI PP 1Kg,SHUBHRA,Sona Masoori Raw Ric,EAST,41.21236911 - 80.0
840,5972,SHUBHRA RICESONA MASURI PP 1Kg,SHUBHRA,Sona Masoori Raw Ric,NORTH,41.21236911 - 80.0
841,5973,SHUBHRA RICESONA MASURI PP 1Kg,SHUBHRA,Sona Masoori Raw Ric,SOUTH,41.21236911 - 80.0
842,5974,SHUBHRA RICESONA MASURI PP 1Kg,SHUBHRA,Sona Masoori Raw Ric,WEST,41.21236911 - 80.0
843,1972,GH POW SPICE RED CHILLI PP 500g,GOLDEN HARVEST,Chilli/Mirch Powder,EAST,105.2754491 - 171.2450331
844,1973,GH POW SPICE RED CHILLI PP 500g,GOLDEN HARVEST,Chilli/Mirch Powder,NORTH,105.2754491 - 171.2450331
845,1974,GH POW SPICE RED CHILLI PP 500g,GOLDEN HARVEST,Chilli/Mirch Powder,SOUTH,105.2754491 - 171.2450331
846,1975,GH POW SPICE RED CHILLI PP 500g,GOLDEN HARVEST,Chilli/Mirch Powder,WEST,105.2754491 - 171.2450331
847,924,EKTAA SMALL SABUDANA PP 500g,EKTAA,Sabudana,EAST,43.47383029 - 71.34879406
848,925,EKTAA SMALL SABUDANA PP 500g,EKTAA,Sabudana,NORTH,43.47383029 - 71.34879406
849,926,EKTAA SMALL SABUDANA PP 500g,EKTAA,Sabudana,SOUTH,43.47383029 - 71.34879406
850,927,EKTAA SMALL SABUDANA PP 500g,EKTAA,Sabudana,WEST,43.47383029 - 71.34879406
851,1269,GH CHANA KABULI PREM 1kg,GOLDEN HARVEST,Kabuli Chana Whole,EAST,63.09756098 - 199.9871795
852,1270,GH CHANA KABULI PREM 1kg,GOLDEN HARVEST,Kabuli Chana Whole,NORTH,63.09756098 - 199.9871795
853,1271,GH CHANA KABULI PREM 1kg,GOLDEN HARVEST,Kabuli Chana Whole,SOUTH,63.09756098 - 199.9871795
854,1272,GH CHANA KABULI PREM 1kg,GOLDEN HARVEST,Kabuli Chana Whole,WEST,63.09756098 - 199.9871795
855,3661,GOLDEN HARVEST PREMIUM ALMONDS 500g,GOLDEN HARVEST,Almond,EAST,378.7070005 - 468.7161496
856,3662,GOLDEN HARVEST PREMIUM ALMONDS 500g,GOLDEN HARVEST,Almond,NORTH,378.7070005 - 468.7161496
857,3663,GOLDEN HARVEST PREMIUM ALMONDS 500g,GOLDEN HARVEST,Almond,SOUTH,378.7070005 - 468.7161496
858,3664,GOLDEN HARVEST PREMIUM ALMONDS 500g,GOLDEN HARVEST,Almond,WEST,378.7070005 - 468.7161496
859,4529,MOTHER EARTH MUSTARD SEEDS 100g,MOTHER EARTH,Mustard/Rai Whole,EAST,31.4125 - 37.04219963
860,4530,MOTHER EARTH MUSTARD SEEDS 100g,MOTHER EARTH,Mustard/Rai Whole,NORTH,31.4125 - 37.04219963
861,4531,MOTHER EARTH MUSTARD SEEDS 100g,MOTHER EARTH,Mustard/Rai Whole,SOUTH,31.4125 - 37.04219963
862,4532,MOTHER EARTH MUSTARD SEEDS 100g,MOTHER EARTH,Mustard/Rai Whole,WEST,31.4125 - 37.04219963
863,4513,MOTHER EARTH MOONG DAL 500g,MOTHER EARTH,Moong Dal,EAST,89.46405229 - 95.42222222
864,4514,MOTHER EARTH MOONG DAL 500g,MOTHER EARTH,Moong Dal,NORTH,89.46405229 - 95.42222222
865,4515,MOTHER EARTH MOONG DAL 500g,MOTHER EARTH,Moong Dal,SOUTH,89.46405229 - 95.42222222
866,4516,MOTHER EARTH MOONG DAL 500g,MOTHER EARTH,Moong Dal,WEST,89.46405229 - 95.42222222
867,3621,GOLDEN HARVEST KISMIS INDIAN 200g,GOLDEN HARVEST,Raisin,EAST,59.8049236 - 107.8712871
868,3622,GOLDEN HARVEST KISMIS INDIAN 200g,GOLDEN HARVEST,Raisin,NORTH,59.8049236 - 107.8712871
869,3623,GOLDEN HARVEST KISMIS INDIAN 200g,GOLDEN HARVEST,Raisin,SOUTH,59.8049236 - 107.8712871
870,3624,GOLDEN HARVEST KISMIS INDIAN 200g,GOLDEN HARVEST,Raisin,WEST,59.8049236 - 107.8712871
871,3925,KARMIQ DRY FRUIT PRUNES 100g,KARMIQ,Other Dried Fruits,EAST,75.16120482 - 130.862069
872,3926,KARMIQ DRY FRUIT PRUNES 100g,KARMIQ,Other Dried Fruits,NORTH,75.16120482 - 130.862069
873,3927,KARMIQ DRY FRUIT PRUNES 100g,KARMIQ,Other Dried Fruits,SOUTH,75.16120482 - 130.862069
874,3928,KARMIQ DRY FRUIT PRUNES 100g,KARMIQ,Other Dried Fruits,WEST,75.16120482 - 130.862069
875,4505,MOTHER EARTH MASOOR WHOLE 500g,MOTHER EARTH,Masoor Whole,EAST,81.7 - 96.58333333
876,4506,MOTHER EARTH MASOOR WHOLE 500g,MOTHER EARTH,Masoor Whole,NORTH,81.7 - 96.58333333
877,4507,MOTHER EARTH MASOOR WHOLE 500g,MOTHER EARTH,Masoor Whole,SOUTH,81.7 - 96.58333333
878,4508,MOTHER EARTH MASOOR WHOLE 500g,MOTHER EARTH,Masoor Whole,WEST,81.7 - 96.58333333
879,5668,SANGIS KITCHEN KALONJI PP 50g,'SANGI''S KITCHEN',Other Whole Spices,EAST,18.52941176 - 25.02255639
880,5669,SANGIS KITCHEN KALONJI PP 50g,'SANGI''S KITCHEN',Other Whole Spices,NORTH,18.52941176 - 25.02255639
881,5670,SANGIS KITCHEN KALONJI PP 50g,'SANGI''S KITCHEN',Other Whole Spices,SOUTH,18.52941176 - 25.02255639
882,5671,SANGIS KITCHEN KALONJI PP 50g,'SANGI''S KITCHEN',Other Whole Spices,WEST,18.52941176 - 25.02255639
883,4272,MASOOR DAL PREM LOOSE,COP LOOSE,Masoor Dal,EAST,45.00478469 - 95.58404558
884,4273,MASOOR DAL PREM LOOSE,COP LOOSE,Masoor Dal,NORTH,45.00478469 - 95.58404558
885,4274,MASOOR DAL PREM LOOSE,COP LOOSE,Masoor Dal,SOUTH,45.00478469 - 95.58404558
886,4275,MASOOR DAL PREM LOOSE,COP LOOSE,Masoor Dal,WEST,45.00478469 - 95.58404558
887,345,CHANA KABULI STD LOOSE,COP LOOSE,Kabuli Chana Whole,EAST,51.05170744 - 102.0413804
888,346,CHANA KABULI STD LOOSE,COP LOOSE,Kabuli Chana Whole,NORTH,51.05170744 - 102.0413804
889,347,CHANA KABULI STD LOOSE,COP LOOSE,Kabuli Chana Whole,SOUTH,51.05170744 - 102.0413804
890,348,CHANA KABULI STD LOOSE,COP LOOSE,Kabuli Chana Whole,WEST,51.05170744 - 102.0413804
891,485,DESI ATTA CLASSIC DOSA MIX PP 500g,DESI ATTA,South Indian Mixes,EAST,67.22222222 - 85.26699029
892,486,DESI ATTA CLASSIC DOSA MIX PP 500g,DESI ATTA,South Indian Mixes,NORTH,67.22222222 - 85.26699029
893,487,DESI ATTA CLASSIC DOSA MIX PP 500g,DESI ATTA,South Indian Mixes,SOUTH,67.22222222 - 85.26699029
894,488,DESI ATTA CLASSIC DOSA MIX PP 500g,DESI ATTA,South Indian Mixes,WEST,67.22222222 - 85.26699029
895,2126,GH PRIME GROUNDNUT 500g,GOLDEN HARVEST PRIME,Groundnut,EAST,42.83333333 - 91.02884311
896,2127,GH PRIME GROUNDNUT 500g,GOLDEN HARVEST PRIME,Groundnut,NORTH,42.83333333 - 91.02884311
897,2128,GH PRIME GROUNDNUT 500g,GOLDEN HARVEST PRIME,Groundnut,SOUTH,42.83333333 - 91.02884311
898,2129,GH PRIME GROUNDNUT 500g,GOLDEN HARVEST PRIME,Groundnut,WEST,42.83333333 - 91.02884311
899,2815,GH TUR DAL  PREM 1kg,GOLDEN HARVEST,Toor Dal,EAST,75.32018561 - 109.7368421
900,2816,GH TUR DAL  PREM 1kg,GOLDEN HARVEST,Toor Dal,NORTH,75.32018561 - 109.7368421
901,2817,GH TUR DAL  PREM 1kg,GOLDEN HARVEST,Toor Dal,SOUTH,75.32018561 - 109.7368421
902,2818,GH TUR DAL  PREM 1kg,GOLDEN HARVEST,Toor Dal,WEST,75.32018561 - 109.7368421
903,4570,MOTHER EARTH TUR DAL 500g,MOTHER EARTH,Toor Dal,EAST,88.66497462 - 110.2894737
904,4571,MOTHER EARTH TUR DAL 500g,MOTHER EARTH,Toor Dal,NORTH,88.66497462 - 110.2894737
905,4572,MOTHER EARTH TUR DAL 500g,MOTHER EARTH,Toor Dal,SOUTH,88.66497462 - 110.2894737
906,4573,MOTHER EARTH TUR DAL 500g,MOTHER EARTH,Toor Dal,WEST,88.66497462 - 110.2894737
907,3098,GH WHO SPICE KALONJI 100g,GOLDEN HARVEST,Other Whole Spices,EAST,24.23483871 - 37.47252747
908,3099,GH WHO SPICE KALONJI 100g,GOLDEN HARVEST,Other Whole Spices,NORTH,24.23483871 - 37.47252747
909,3100,GH WHO SPICE KALONJI 100g,GOLDEN HARVEST,Other Whole Spices,SOUTH,24.23483871 - 37.47252747
910,3101,GH WHO SPICE KALONJI 100g,GOLDEN HARVEST,Other Whole Spices,WEST,24.23483871 - 37.47252747
911,2928,GH WHO SPICE BIG SAUNF 100g,GOLDEN HARVEST,Fennel/Saunf Whole,EAST,23.053125 - 40.08141449
912,2929,GH WHO SPICE BIG SAUNF 100g,GOLDEN HARVEST,Fennel/Saunf Whole,NORTH,23.053125 - 40.08141449
913,2930,GH WHO SPICE BIG SAUNF 100g,GOLDEN HARVEST,Fennel/Saunf Whole,SOUTH,23.053125 - 40.08141449
914,2931,GH WHO SPICE BIG SAUNF 100g,GOLDEN HARVEST,Fennel/Saunf Whole,WEST,23.053125 - 40.08141449
915,514,DESI ATTA CO KHAMAN DHOKLA MIX 500g,DESI ATTA,North Indian Mixes,EAST,89.49836066 - 99.22915605
916,515,DESI ATTA CO KHAMAN DHOKLA MIX 500g,DESI ATTA,North Indian Mixes,NORTH,89.49836066 - 99.22915605
917,516,DESI ATTA CO KHAMAN DHOKLA MIX 500g,DESI ATTA,North Indian Mixes,SOUTH,89.49836066 - 99.22915605
918,517,DESI ATTA CO KHAMAN DHOKLA MIX 500g,DESI ATTA,North Indian Mixes,WEST,89.49836066 - 99.22915605
919,5834,SANGIS KITCHEN TEJ PATTA BAYLEAF PP 25g,'SANGI''S KITCHEN',Bay Leaf/Tej Patta W,EAST,16.97817715 - 18.00150698
920,5835,SANGIS KITCHEN TEJ PATTA BAYLEAF PP 25g,'SANGI''S KITCHEN',Bay Leaf/Tej Patta W,NORTH,16.97817715 - 18.00150698
921,5836,SANGIS KITCHEN TEJ PATTA BAYLEAF PP 25g,'SANGI''S KITCHEN',Bay Leaf/Tej Patta W,SOUTH,16.97817715 - 18.00150698
922,5837,SANGIS KITCHEN TEJ PATTA BAYLEAF PP 25g,'SANGI''S KITCHEN',Bay Leaf/Tej Patta W,WEST,16.97817715 - 18.00150698
923,5485,SANGIS KITCHEN ANARDANA SABUT PP 50g,'SANGI''S KITCHEN',Other Whole Spices,EAST,75.66176471 - 90.01517707
924,5486,SANGIS KITCHEN ANARDANA SABUT PP 50g,'SANGI''S KITCHEN',Other Whole Spices,NORTH,75.66176471 - 90.01517707
925,5487,SANGIS KITCHEN ANARDANA SABUT PP 50g,'SANGI''S KITCHEN',Other Whole Spices,SOUTH,75.66176471 - 90.01517707
926,5488,SANGIS KITCHEN ANARDANA SABUT PP 50g,'SANGI''S KITCHEN',Other Whole Spices,WEST,75.66176471 - 90.01517707
927,714,DESI ATTA THALIPEETH MIX PP 500g,DESI ATTA,North Indian Mixes,EAST,78.07692308 - 120.8816667
928,715,DESI ATTA THALIPEETH MIX PP 500g,DESI ATTA,North Indian Mixes,NORTH,78.07692308 - 120.8816667
929,716,DESI ATTA THALIPEETH MIX PP 500g,DESI ATTA,North Indian Mixes,SOUTH,78.07692308 - 120.8816667
930,717,DESI ATTA THALIPEETH MIX PP 500g,DESI ATTA,North Indian Mixes,WEST,78.07692308 - 120.8816667
931,2058,GH PRIME AMARANTH PP 500g,GOLDEN HARVEST PRIME,Millets,EAST,53.79240506 - 164.8618421
932,2059,GH PRIME AMARANTH PP 500g,GOLDEN HARVEST PRIME,Millets,NORTH,53.79240506 - 164.8618421
933,2060,GH PRIME AMARANTH PP 500g,GOLDEN HARVEST PRIME,Millets,SOUTH,53.79240506 - 164.8618421
934,2061,GH PRIME AMARANTH PP 500g,GOLDEN HARVEST PRIME,Millets,WEST,53.79240506 - 164.8618421
935,2660,GH SEASONING DILL BT 10g,GOLDEN HARVEST,Herbs & Seasoning,EAST,9.0 - 90.0
936,2661,GH SEASONING DILL BT 10g,GOLDEN HARVEST,Herbs & Seasoning,NORTH,9.0 - 90.0
937,2662,GH SEASONING DILL BT 10g,GOLDEN HARVEST,Herbs & Seasoning,SOUTH,9.0 - 90.0
938,2663,GH SEASONING DILL BT 10g,GOLDEN HARVEST,Herbs & Seasoning,WEST,9.0 - 90.0
939,1110,GH BADIYAN 50g,GOLDEN HARVEST,Other Whole Spices,EAST,34.16779463 - 78.00795724
940,1111,GH BADIYAN 50g,GOLDEN HARVEST,Other Whole Spices,NORTH,34.16779463 - 78.00795724
941,1112,GH BADIYAN 50g,GOLDEN HARVEST,Other Whole Spices,SOUTH,34.16779463 - 78.00795724
942,1113,GH BADIYAN 50g,GOLDEN HARVEST,Other Whole Spices,WEST,34.16779463 - 78.00795724
943,634,DESI ATTA MODAK PP 500g,DESI ATTA,Rice Based Flour,EAST,41.0 - 52.0646964
944,635,DESI ATTA MODAK PP 500g,DESI ATTA,Rice Based Flour,NORTH,41.0 - 52.0646964
945,636,DESI ATTA MODAK PP 500g,DESI ATTA,Rice Based Flour,SOUTH,41.0 - 52.0646964
946,637,DESI ATTA MODAK PP 500g,DESI ATTA,Rice Based Flour,WEST,41.0 - 52.0646964
947,670,DESI ATTA RAJGIRA/AMARANTH ATTA PP 200g,DESI ATTA,Upwas Flour,EAST,52.15714286 - 65.06632653
948,671,DESI ATTA RAJGIRA/AMARANTH ATTA PP 200g,DESI ATTA,Upwas Flour,NORTH,52.15714286 - 65.06632653
949,672,DESI ATTA RAJGIRA/AMARANTH ATTA PP 200g,DESI ATTA,Upwas Flour,SOUTH,52.15714286 - 65.06632653
950,673,DESI ATTA RAJGIRA/AMARANTH ATTA PP 200g,DESI ATTA,Upwas Flour,WEST,52.15714286 - 65.06632653
951,2350,GH PRIME WHO SPICE MRCH WHOLE PP 50g,GOLDEN HARVEST PRIME,Chilli/Mirch Whole,EAST,16.09756098 - 27.0
952,2351,GH PRIME WHO SPICE MRCH WHOLE PP 50g,GOLDEN HARVEST PRIME,Chilli/Mirch Whole,NORTH,16.09756098 - 27.0
953,2352,GH PRIME WHO SPICE MRCH WHOLE PP 50g,GOLDEN HARVEST PRIME,Chilli/Mirch Whole,SOUTH,16.09756098 - 27.0
954,2353,GH PRIME WHO SPICE MRCH WHOLE PP 50g,GOLDEN HARVEST PRIME,Chilli/Mirch Whole,WEST,16.09756098 - 27.0
955,3151,GH WHO SPICE MUSTARD BIG 200g,GOLDEN HARVEST,Mustard/Rai Whole,EAST,16.79692751 - 28.43353373
956,3152,GH WHO SPICE MUSTARD BIG 200g,GOLDEN HARVEST,Mustard/Rai Whole,NORTH,16.79692751 - 28.43353373
957,3153,GH WHO SPICE MUSTARD BIG 200g,GOLDEN HARVEST,Mustard/Rai Whole,SOUTH,16.79692751 - 28.43353373
958,3154,GH WHO SPICE MUSTARD BIG 200g,GOLDEN HARVEST,Mustard/Rai Whole,WEST,16.79692751 - 28.43353373
959,5882,SANGIS KTCN BALCK PEPPER GRINDER BT 45g,'SANGI''S KITCHEN',Herbs & Seasoning,EAST,96.84210526 - 160.5778125
960,5883,SANGIS KTCN BALCK PEPPER GRINDER BT 45g,'SANGI''S KITCHEN',Herbs & Seasoning,NORTH,96.84210526 - 160.5778125
961,5884,SANGIS KTCN BALCK PEPPER GRINDER BT 45g,'SANGI''S KITCHEN',Herbs & Seasoning,SOUTH,96.84210526 - 160.5778125
962,5885,SANGIS KTCN BALCK PEPPER GRINDER BT 45g,'SANGI''S KITCHEN',Herbs & Seasoning,WEST,96.84210526 - 160.5778125
963,4669,NATURES CHOICE DRIED FIGS ANJEER TB 400g,NATURES CHOICE,Dried Fig,EAST,441.3461538 - 803.7021277
964,4670,NATURES CHOICE DRIED FIGS ANJEER TB 400g,NATURES CHOICE,Dried Fig,NORTH,441.3461538 - 803.7021277
965,4671,NATURES CHOICE DRIED FIGS ANJEER TB 400g,NATURES CHOICE,Dried Fig,SOUTH,441.3461538 - 803.7021277
966,4672,NATURES CHOICE DRIED FIGS ANJEER TB 400g,NATURES CHOICE,Dried Fig,WEST,441.3461538 - 803.7021277
967,1763,GH MOONG DAL CHILKA 500g,GOLDEN HARVEST,Moong Chilka,EAST,45.11036899 - 58.58898137
968,1764,GH MOONG DAL CHILKA 500g,GOLDEN HARVEST,Moong Chilka,NORTH,45.11036899 - 58.58898137
969,1765,GH MOONG DAL CHILKA 500g,GOLDEN HARVEST,Moong Chilka,SOUTH,45.11036899 - 58.58898137
970,1766,GH MOONG DAL CHILKA 500g,GOLDEN HARVEST,Moong Chilka,WEST,45.11036899 - 58.58898137
971,4545,MOTHER EARTH RAJMA CHITRA 500g,MOTHER EARTH,Rajma Whole,EAST,76.92647059 - 105.0
972,4546,MOTHER EARTH RAJMA CHITRA 500g,MOTHER EARTH,Rajma Whole,NORTH,76.92647059 - 105.0
973,4547,MOTHER EARTH RAJMA CHITRA 500g,MOTHER EARTH,Rajma Whole,SOUTH,76.92647059 - 105.0
974,4548,MOTHER EARTH RAJMA CHITRA 500g,MOTHER EARTH,Rajma Whole,WEST,76.92647059 - 105.0
975,2407,GH RAJMA CHITRA WHITE 500g,GOLDEN HARVEST,Rajma Whole,EAST,56.1186897 - 82.47291667
976,2408,GH RAJMA CHITRA WHITE 500g,GOLDEN HARVEST,Rajma Whole,NORTH,56.1186897 - 82.47291667
977,2409,GH RAJMA CHITRA WHITE 500g,GOLDEN HARVEST,Rajma Whole,SOUTH,56.1186897 - 82.47291667
978,2410,GH RAJMA CHITRA WHITE 500g,GOLDEN HARVEST,Rajma Whole,WEST,56.1186897 - 82.47291667
979,2201,GH PRIME MOTH WHOLE PP 500g,GOLDEN HARVEST PRIME,Other Whole Pulses,EAST,32.86597938 - 54.0
980,2202,GH PRIME MOTH WHOLE PP 500g,GOLDEN HARVEST PRIME,Other Whole Pulses,NORTH,32.86597938 - 54.0
981,2203,GH PRIME MOTH WHOLE PP 500g,GOLDEN HARVEST PRIME,Other Whole Pulses,SOUTH,32.86597938 - 54.0
982,2204,GH PRIME MOTH WHOLE PP 500g,GOLDEN HARVEST PRIME,Other Whole Pulses,WEST,32.86597938 - 54.0
983,574,DESI ATTA CORN FLOUR PP 100g,DESI ATTA,Health & Other Flour,EAST,22.73464658 - 26.25093633
984,575,DESI ATTA CORN FLOUR PP 100g,DESI ATTA,Health & Other Flour,NORTH,22.73464658 - 26.25093633
985,576,DESI ATTA CORN FLOUR PP 100g,DESI ATTA,Health & Other Flour,SOUTH,22.73464658 - 26.25093633
986,577,DESI ATTA CORN FLOUR PP 100g,DESI ATTA,Health & Other Flour,WEST,22.73464658 - 26.25093633
987,5399,RICE STEAM KOLAM LOOSE,COP LOOSE,Steam Rice,EAST,25.0 - 50.0
988,5400,RICE STEAM KOLAM LOOSE,COP LOOSE,Steam Rice,NORTH,25.0 - 50.0
989,5401,RICE STEAM KOLAM LOOSE,COP LOOSE,Steam Rice,SOUTH,25.0 - 50.0
990,5402,RICE STEAM KOLAM LOOSE,COP LOOSE,Steam Rice,WEST,25.0 - 50.0
